"st_fips","state","variable","estimate","moe","year","sex","marital_status","age"
"12","Florida","B12002_174",112,119,2017,"F","Divorced","15-17"
"12","Florida","B12002_175",322,259,2017,"F","Divorced","18-19"
"12","Florida","B12002_176",4478,1254,2017,"F","Divorced","20-24"
"12","Florida","B12002_177",25042,3465,2017,"F","Divorced","25-29"
"12","Florida","B12002_178",50695,4043,2017,"F","Divorced","30-34"
"12","Florida","B12002_179",91490,6228,2017,"F","Divorced","35-39"
"12","Florida","B12002_180",98984,6518,2017,"F","Divorced","40-44"
"12","Florida","B12002_181",140735,7711,2017,"F","Divorced","45-49"
"12","Florida","B12002_182",172718,6682,2017,"F","Divorced","50-54"
"12","Florida","B12002_183",182775,8639,2017,"F","Divorced","55-59"
"12","Florida","B12002_184",163211,6010,2017,"F","Divorced","60-64"
"12","Florida","B12002_185",249651,7748,2017,"F","Divorced","65-74"
"12","Florida","B12002_186",101061,5344,2017,"F","Divorced","75-84"
"12","Florida","B12002_187",33683,3328,2017,"F","Divorced","85+"
"12","Florida","B12002_004",361904,4808,2019,"M","Never Married","15-17"
"12","Florida","B12002_005",249227,5334,2019,"M","Never Married","18-19"
"12","Florida","B12002_006",606278,8304,2019,"M","Never Married","20-24"
"12","Florida","B12002_007",536264,9565,2019,"M","Never Married","25-29"
"12","Florida","B12002_008",385430,10499,2019,"M","Never Married","30-34"
"12","Florida","B12002_009",245151,10409,2019,"M","Never Married","35-39"
"12","Florida","B12002_010",165988,9251,2019,"M","Never Married","40-44"
"12","Florida","B12002_011",135750,7354,2019,"M","Never Married","45-49"
"12","Florida","B12002_012",112847,6669,2019,"M","Never Married","50-54"
"12","Florida","B12002_013",101265,5326,2019,"M","Never Married","55-59"
"12","Florida","B12002_014",78790,6281,2019,"M","Never Married","60-64"
"12","Florida","B12002_015",79205,4868,2019,"M","Never Married","65-74"
"12","Florida","B12002_016",24309,2697,2019,"M","Never Married","75-84"
"12","Florida","B12002_017",6802,1607,2019,"M","Never Married","85+"
"12","Florida","B12002_020",36,62,2019,"M","Married","15-17"
"12","Florida","B12002_021",535,368,2019,"M","Married","18-19"
"12","Florida","B12002_022",21551,3185,2019,"M","Married","20-24"
"12","Florida","B12002_023",127315,7555,2019,"M","Married","25-29"
"12","Florida","B12002_024",229209,8523,2019,"M","Married","30-34"
"12","Florida","B12002_025",318641,10917,2019,"M","Married","35-39"
"12","Florida","B12002_026",332721,9453,2019,"M","Married","40-44"
"12","Florida","B12002_027",365509,8957,2019,"M","Married","45-49"
"12","Florida","B12002_028",360389,8969,2019,"M","Married","50-54"
"12","Florida","B12002_029",404108,9832,2019,"M","Married","55-59"
"12","Florida","B12002_030",394405,10364,2019,"M","Married","60-64"
"12","Florida","B12002_031",748077,10689,2019,"M","Married","65-74"
"12","Florida","B12002_032",443269,7710,2019,"M","Married","75-84"
"12","Florida","B12002_033",117027,5258,2019,"M","Married","85+"
"12","Florida","B12002_036",983,699,2019,"M","Separated","15-17"
"12","Florida","B12002_037",121,146,2019,"M","Separated","18-19"
"12","Florida","B12002_038",956,452,2019,"M","Separated","20-24"
"12","Florida","B12002_039",6064,1690,2019,"M","Separated","25-29"
"12","Florida","B12002_040",14080,3334,2019,"M","Separated","30-34"
"12","Florida","B12002_041",16195,2819,2019,"M","Separated","35-39"
"12","Florida","B12002_042",16623,3083,2019,"M","Separated","40-44"
"12","Florida","B12002_043",20782,3095,2019,"M","Separated","45-49"
"12","Florida","B12002_044",21438,2929,2019,"M","Separated","50-54"
"12","Florida","B12002_045",20722,3364,2019,"M","Separated","55-59"
"12","Florida","B12002_046",16252,2564,2019,"M","Separated","60-64"
"12","Florida","B12002_047",17191,2491,2019,"M","Separated","65-74"
"12","Florida","B12002_048",8002,1674,2019,"M","Separated","75-84"
"12","Florida","B12002_049",2422,1135,2019,"M","Separated","85+"
"12","Florida","B12002_066",0,234,2019,"M","Widowed","15-17"
"12","Florida","B12002_067",0,234,2019,"M","Widowed","18-19"
"12","Florida","B12002_068",245,329,2019,"M","Widowed","20-24"
"12","Florida","B12002_069",550,481,2019,"M","Widowed","25-29"
"12","Florida","B12002_070",1045,558,2019,"M","Widowed","30-34"
"12","Florida","B12002_071",1672,881,2019,"M","Widowed","35-39"
"12","Florida","B12002_072",2478,989,2019,"M","Widowed","40-44"
"12","Florida","B12002_073",4664,1520,2019,"M","Widowed","45-49"
"12","Florida","B12002_074",9210,2368,2019,"M","Widowed","50-54"
"12","Florida","B12002_075",12984,2658,2019,"M","Widowed","55-59"
"12","Florida","B12002_076",20727,2931,2019,"M","Widowed","60-64"
"12","Florida","B12002_077",68819,5356,2019,"M","Widowed","65-74"
"12","Florida","B12002_078",87802,4464,2019,"M","Widowed","75-84"
"12","Florida","B12002_079",64501,4153,2019,"M","Widowed","85+"
"12","Florida","B12002_081",45,74,2019,"M","Divorced","15-17"
"12","Florida","B12002_082",206,185,2019,"M","Divorced","18-19"
"12","Florida","B12002_083",3432,1340,2019,"M","Divorced","20-24"
"12","Florida","B12002_084",14979,2635,2019,"M","Divorced","25-29"
"12","Florida","B12002_085",35167,4511,2019,"M","Divorced","30-34"
"12","Florida","B12002_086",62658,4810,2019,"M","Divorced","35-39"
"12","Florida","B12002_087",76853,6059,2019,"M","Divorced","40-44"
"12","Florida","B12002_088",107278,7097,2019,"M","Divorced","45-49"
"12","Florida","B12002_089",130087,6640,2019,"M","Divorced","50-54"
"12","Florida","B12002_090",141924,7062,2019,"M","Divorced","55-59"
"12","Florida","B12002_091",139333,7049,2019,"M","Divorced","60-64"
"12","Florida","B12002_092",181411,7477,2019,"M","Divorced","65-74"
"12","Florida","B12002_093",86895,5661,2019,"M","Divorced","75-84"
"12","Florida","B12002_094",16900,2236,2019,"M","Divorced","85+"
"12","Florida","B12002_097",350736,4571,2019,"F","Never Married","15-17"
"12","Florida","B12002_098",239214,5311,2019,"F","Never Married","18-19"
"12","Florida","B12002_099",554376,5785,2019,"F","Never Married","20-24"
"12","Florida","B12002_100",443346,8435,2019,"F","Never Married","25-29"
"12","Florida","B12002_101",287440,9439,2019,"F","Never Married","30-34"
"12","Florida","B12002_102",192115,8835,2019,"F","Never Married","35-39"
"12","Florida","B12002_103",132158,7613,2019,"F","Never Married","40-44"
"12","Florida","B12002_104",101162,6833,2019,"F","Never Married","45-49"
"12","Florida","B12002_105",85266,6447,2019,"F","Never Married","50-54"
"12","Florida","B12002_106",87440,7098,2019,"F","Never Married","55-59"
"12","Florida","B12002_107",71709,5484,2019,"F","Never Married","60-64"
"12","Florida","B12002_108",78392,4878,2019,"F","Never Married","65-74"
"12","Florida","B12002_109",31527,3862,2019,"F","Never Married","75-84"
"12","Florida","B12002_110",12811,2117,2019,"F","Never Married","85+"
"12","Florida","B12002_113",39,61,2019,"F","Married","15-17"
"12","Florida","B12002_114",1305,818,2019,"F","Married","18-19"
"12","Florida","B12002_115",38763,4051,2019,"F","Married","20-24"
"12","Florida","B12002_116",176738,7477,2019,"F","Married","25-29"
"12","Florida","B12002_117",278430,8613,2019,"F","Married","30-34"
"12","Florida","B12002_118",328612,9234,2019,"F","Married","35-39"
"12","Florida","B12002_119",356935,11229,2019,"F","Married","40-44"
"12","Florida","B12002_120",373577,9685,2019,"F","Married","45-49"
"12","Florida","B12002_121",378172,9032,2019,"F","Married","50-54"
"12","Florida","B12002_122",401972,9320,2019,"F","Married","55-59"
"12","Florida","B12002_123",393087,8426,2019,"F","Married","60-64"
"12","Florida","B12002_124",682316,10114,2019,"F","Married","65-74"
"12","Florida","B12002_125",311398,8468,2019,"F","Married","75-84"
"12","Florida","B12002_126",51482,3514,2019,"F","Married","85+"
"12","Florida","B12002_129",1190,1009,2019,"F","Separated","15-17"
"12","Florida","B12002_130",0,234,2019,"F","Separated","18-19"
"12","Florida","B12002_131",2263,1056,2019,"F","Separated","20-24"
"12","Florida","B12002_132",13007,2739,2019,"F","Separated","25-29"
"12","Florida","B12002_133",19566,3358,2019,"F","Separated","30-34"
"12","Florida","B12002_134",23663,2562,2019,"F","Separated","35-39"
"12","Florida","B12002_135",24427,3598,2019,"F","Separated","40-44"
"12","Florida","B12002_136",28596,3608,2019,"F","Separated","45-49"
"12","Florida","B12002_137",24779,3111,2019,"F","Separated","50-54"
"12","Florida","B12002_138",23489,3120,2019,"F","Separated","55-59"
"12","Florida","B12002_139",21084,3315,2019,"F","Separated","60-64"
"12","Florida","B12002_140",17563,2541,2019,"F","Separated","65-74"
"12","Florida","B12002_141",8014,2079,2019,"F","Separated","75-84"
"12","Florida","B12002_142",1581,605,2019,"F","Separated","85+"
"12","Florida","B12002_159",0,234,2019,"F","Widowed","15-17"
"12","Florida","B12002_160",0,234,2019,"F","Widowed","18-19"
"12","Florida","B12002_161",451,451,2019,"F","Widowed","20-24"
"12","Florida","B12002_162",1576,949,2019,"F","Widowed","25-29"
"12","Florida","B12002_163",2849,1156,2019,"F","Widowed","30-34"
"12","Florida","B12002_164",5591,1503,2019,"F","Widowed","35-39"
"12","Florida","B12002_165",7199,1888,2019,"F","Widowed","40-44"
"12","Florida","B12002_166",13100,2335,2019,"F","Widowed","45-49"
"12","Florida","B12002_167",22278,2793,2019,"F","Widowed","50-54"
"12","Florida","B12002_168",49774,5432,2019,"F","Widowed","55-59"
"12","Florida","B12002_169",65362,4942,2019,"F","Widowed","60-64"
"12","Florida","B12002_170",242677,8645,2019,"F","Widowed","65-74"
"12","Florida","B12002_171",304144,8963,2019,"F","Widowed","75-84"
"12","Florida","B12002_172",234179,9256,2019,"F","Widowed","85+"
"12","Florida","B12002_174",224,226,2019,"F","Divorced","15-17"
"12","Florida","B12002_175",64,85,2019,"F","Divorced","18-19"
"12","Florida","B12002_176",5304,1701,2019,"F","Divorced","20-24"
"12","Florida","B12002_177",24316,3285,2019,"F","Divorced","25-29"
"12","Florida","B12002_178",58616,5544,2019,"F","Divorced","30-34"
"12","Florida","B12002_179",81088,6431,2019,"F","Divorced","35-39"
"12","Florida","B12002_180",105918,6634,2019,"F","Divorced","40-44"
"12","Florida","B12002_181",142533,6582,2019,"F","Divorced","45-49"
"12","Florida","B12002_182",157490,8814,2019,"F","Divorced","50-54"
"12","Florida","B12002_183",182648,7611,2019,"F","Divorced","55-59"
"12","Florida","B12002_184",174270,7977,2019,"F","Divorced","60-64"
"12","Florida","B12002_185",276945,8585,2019,"F","Divorced","65-74"
"12","Florida","B12002_186",127847,7480,2019,"F","Divorced","75-84"
"12","Florida","B12002_187",37335,3146,2019,"F","Divorced","85+"
"12","Florida","B12002_004",387007,5104,2021,"M","Never Married","15-17"
"12","Florida","B12002_005",245603,5706,2021,"M","Never Married","18-19"
"12","Florida","B12002_006",595649,6650,2021,"M","Never Married","20-24"
"12","Florida","B12002_007",510460,8743,2021,"M","Never Married","25-29"
"12","Florida","B12002_008",397657,9525,2021,"M","Never Married","30-34"
"12","Florida","B12002_009",241353,10150,2021,"M","Never Married","35-39"
"12","Florida","B12002_010",189954,9675,2021,"M","Never Married","40-44"
"12","Florida","B12002_011",121806,7009,2021,"M","Never Married","45-49"
"12","Florida","B12002_012",115563,5972,2021,"M","Never Married","50-54"
"12","Florida","B12002_013",100329,6291,2021,"M","Never Married","55-59"
"12","Florida","B12002_014",81028,5720,2021,"M","Never Married","60-64"
"12","Florida","B12002_015",85267,4876,2021,"M","Never Married","65-74"
"12","Florida","B12002_016",25483,2733,2021,"M","Never Married","75-84"
"12","Florida","B12002_017",6498,1596,2021,"M","Never Married","85+"
"12","Florida","B12002_020",225,374,2021,"M","Married","15-17"
"12","Florida","B12002_021",749,546,2021,"M","Married","18-19"
"12","Florida","B12002_022",20923,3039,2021,"M","Married","20-24"
"12","Florida","B12002_023",116108,6226,2021,"M","Married","25-29"
"12","Florida","B12002_024",252374,10079,2021,"M","Married","30-34"
"12","Florida","B12002_025",334472,12383,2021,"M","Married","35-39"
"12","Florida","B12002_026",372127,12911,2021,"M","Married","40-44"
"12","Florida","B12002_027",393353,8538,2021,"M","Married","45-49"
"12","Florida","B12002_028",410494,8978,2021,"M","Married","50-54"
"12","Florida","B12002_029",433083,11388,2021,"M","Married","55-59"
"12","Florida","B12002_030",439251,10120,2021,"M","Married","60-64"
"12","Florida","B12002_031",803058,10318,2021,"M","Married","65-74"
"12","Florida","B12002_032",460695,7736,2021,"M","Married","75-84"
"12","Florida","B12002_033",112647,6113,2021,"M","Married","85+"
"12","Florida","B12002_036",436,370,2021,"M","Separated","15-17"
"12","Florida","B12002_037",88,151,2021,"M","Separated","18-19"
"12","Florida","B12002_038",1786,826,2021,"M","Separated","20-24"
"12","Florida","B12002_039",5218,1750,2021,"M","Separated","25-29"
"12","Florida","B12002_040",10850,2214,2021,"M","Separated","30-34"
"12","Florida","B12002_041",17338,3539,2021,"M","Separated","35-39"
"12","Florida","B12002_042",18415,3113,2021,"M","Separated","40-44"
"12","Florida","B12002_043",14816,2645,2021,"M","Separated","45-49"
"12","Florida","B12002_044",20562,3113,2021,"M","Separated","50-54"
"12","Florida","B12002_045",18414,3191,2021,"M","Separated","55-59"
"12","Florida","B12002_046",14706,2523,2021,"M","Separated","60-64"
"12","Florida","B12002_047",22591,2976,2021,"M","Separated","65-74"
"12","Florida","B12002_048",7288,1602,2021,"M","Separated","75-84"
"12","Florida","B12002_049",864,471,2021,"M","Separated","85+"
"12","Florida","B12002_066",128,211,2021,"M","Widowed","15-17"
"12","Florida","B12002_067",71,119,2021,"M","Widowed","18-19"
"12","Florida","B12002_068",165,259,2021,"M","Widowed","20-24"
"12","Florida","B12002_069",1131,1002,2021,"M","Widowed","25-29"
"12","Florida","B12002_070",2770,1256,2021,"M","Widowed","30-34"
"12","Florida","B12002_071",4515,1740,2021,"M","Widowed","35-39"
"12","Florida","B12002_072",3764,1116,2021,"M","Widowed","40-44"
"12","Florida","B12002_073",4681,1427,2021,"M","Widowed","45-49"
"12","Florida","B12002_074",10296,2269,2021,"M","Widowed","50-54"
"12","Florida","B12002_075",11679,1902,2021,"M","Widowed","55-59"
"12","Florida","B12002_076",18382,2679,2021,"M","Widowed","60-64"
"12","Florida","B12002_077",69228,5167,2021,"M","Widowed","65-74"
"12","Florida","B12002_078",77085,5369,2021,"M","Widowed","75-84"
"12","Florida","B12002_079",65095,4092,2021,"M","Widowed","85+"
"12","Florida","B12002_081",0,242,2021,"M","Divorced","15-17"
"12","Florida","B12002_082",0,242,2021,"M","Divorced","18-19"
"12","Florida","B12002_083",614,367,2021,"M","Divorced","20-24"
"12","Florida","B12002_084",12994,2131,2021,"M","Divorced","25-29"
"12","Florida","B12002_085",30471,3526,2021,"M","Divorced","30-34"
"12","Florida","B12002_086",56768,5148,2021,"M","Divorced","35-39"
"12","Florida","B12002_087",73297,6580,2021,"M","Divorced","40-44"
"12","Florida","B12002_088",95618,5681,2021,"M","Divorced","45-49"
"12","Florida","B12002_089",113783,6085,2021,"M","Divorced","50-54"
"12","Florida","B12002_090",129889,7367,2021,"M","Divorced","55-59"
"12","Florida","B12002_091",148303,7841,2021,"M","Divorced","60-64"
"12","Florida","B12002_092",194441,7721,2021,"M","Divorced","65-74"
"12","Florida","B12002_093",81790,4310,2021,"M","Divorced","75-84"
"12","Florida","B12002_094",19303,2621,2021,"M","Divorced","85+"
"12","Florida","B12002_097",364326,4153,2021,"F","Never Married","15-17"
"12","Florida","B12002_098",235525,5096,2021,"F","Never Married","18-19"
"12","Florida","B12002_099",547890,8334,2021,"F","Never Married","20-24"
"12","Florida","B12002_100",423186,8218,2021,"F","Never Married","25-29"
"12","Florida","B12002_101",305716,10796,2021,"F","Never Married","30-34"
"12","Florida","B12002_102",194832,8835,2021,"F","Never Married","35-39"
"12","Florida","B12002_103",145581,8387,2021,"F","Never Married","40-44"
"12","Florida","B12002_104",97060,6553,2021,"F","Never Married","45-49"
"12","Florida","B12002_105",90375,5013,2021,"F","Never Married","50-54"
"12","Florida","B12002_106",76305,4835,2021,"F","Never Married","55-59"
"12","Florida","B12002_107",73067,5479,2021,"F","Never Married","60-64"
"12","Florida","B12002_108",77327,4297,2021,"F","Never Married","65-74"
"12","Florida","B12002_109",32700,3889,2021,"F","Never Married","75-84"
"12","Florida","B12002_110",10499,1699,2021,"F","Never Married","85+"
"12","Florida","B12002_113",79,132,2021,"F","Married","15-17"
"12","Florida","B12002_114",911,474,2021,"F","Married","18-19"
"12","Florida","B12002_115",40830,4541,2021,"F","Married","20-24"
"12","Florida","B12002_116",165081,7600,2021,"F","Married","25-29"
"12","Florida","B12002_117",307425,10075,2021,"F","Married","30-34"
"12","Florida","B12002_118",359994,12221,2021,"F","Married","35-39"
"12","Florida","B12002_119",386103,12658,2021,"F","Married","40-44"
"12","Florida","B12002_120",366878,8656,2021,"F","Married","45-49"
"12","Florida","B12002_121",399858,9059,2021,"F","Married","50-54"
"12","Florida","B12002_122",419880,9945,2021,"F","Married","55-59"
"12","Florida","B12002_123",425142,10334,2021,"F","Married","60-64"
"12","Florida","B12002_124",747777,11347,2021,"F","Married","65-74"
"12","Florida","B12002_125",328933,9112,2021,"F","Married","75-84"
"12","Florida","B12002_126",53969,4239,2021,"F","Married","85+"
"12","Florida","B12002_129",434,378,2021,"F","Separated","15-17"
"12","Florida","B12002_130",93,163,2021,"F","Separated","18-19"
"12","Florida","B12002_131",4214,1514,2021,"F","Separated","20-24"
"12","Florida","B12002_132",10633,2427,2021,"F","Separated","25-29"
"12","Florida","B12002_133",16658,2441,2021,"F","Separated","30-34"
"12","Florida","B12002_134",22583,3335,2021,"F","Separated","35-39"
"12","Florida","B12002_135",27406,3841,2021,"F","Separated","40-44"
"12","Florida","B12002_136",23097,3161,2021,"F","Separated","45-49"
"12","Florida","B12002_137",27670,3351,2021,"F","Separated","50-54"
"12","Florida","B12002_138",22598,2837,2021,"F","Separated","55-59"
"12","Florida","B12002_139",18729,3066,2021,"F","Separated","60-64"
"12","Florida","B12002_140",19020,2746,2021,"F","Separated","65-74"
"12","Florida","B12002_141",6289,1420,2021,"F","Separated","75-84"
"12","Florida","B12002_142",1378,647,2021,"F","Separated","85+"
"12","Florida","B12002_159",185,301,2021,"F","Widowed","15-17"
"12","Florida","B12002_160",324,403,2021,"F","Widowed","18-19"
"12","Florida","B12002_161",1895,1243,2021,"F","Widowed","20-24"
"12","Florida","B12002_162",1071,801,2021,"F","Widowed","25-29"
"12","Florida","B12002_163",4027,1708,2021,"F","Widowed","30-34"
"12","Florida","B12002_164",5378,1734,2021,"F","Widowed","35-39"
"12","Florida","B12002_165",7070,1894,2021,"F","Widowed","40-44"
"12","Florida","B12002_166",14599,2419,2021,"F","Widowed","45-49"
"12","Florida","B12002_167",19760,2850,2021,"F","Widowed","50-54"
"12","Florida","B12002_168",43896,4958,2021,"F","Widowed","55-59"
"12","Florida","B12002_169",67881,4731,2021,"F","Widowed","60-64"
"12","Florida","B12002_170",241519,7971,2021,"F","Widowed","65-74"
"12","Florida","B12002_171",291471,10388,2021,"F","Widowed","75-84"
"12","Florida","B12002_172",208368,7264,2021,"F","Widowed","85+"
"12","Florida","B12002_174",70,107,2021,"F","Divorced","15-17"
"12","Florida","B12002_175",0,242,2021,"F","Divorced","18-19"
"12","Florida","B12002_176",3734,1466,2021,"F","Divorced","20-24"
"12","Florida","B12002_177",22074,3684,2021,"F","Divorced","25-29"
"12","Florida","B12002_178",48655,4743,2021,"F","Divorced","30-34"
"12","Florida","B12002_179",71554,5391,2021,"F","Divorced","35-39"
"12","Florida","B12002_180",100384,7107,2021,"F","Divorced","40-44"
"12","Florida","B12002_181",139651,6685,2021,"F","Divorced","45-49"
"12","Florida","B12002_182",155097,7832,2021,"F","Divorced","50-54"
"12","Florida","B12002_183",173193,7643,2021,"F","Divorced","55-59"
"12","Florida","B12002_184",179728,8449,2021,"F","Divorced","60-64"
"12","Florida","B12002_185",276698,9188,2021,"F","Divorced","65-74"
"12","Florida","B12002_186",125398,6640,2021,"F","Divorced","75-84"
"12","Florida","B12002_187",36668,3331,2021,"F","Divorced","85+"
"12","Florida","B12002_004",412106,4181,2023,"M","Never Married","15-17"
"12","Florida","B12002_005",258110,4850,2023,"M","Never Married","18-19"
"12","Florida","B12002_006",612398,8429,2023,"M","Never Married","20-24"
"12","Florida","B12002_007",510311,9020,2023,"M","Never Married","25-29"
"12","Florida","B12002_008",389207,9955,2023,"M","Never Married","30-34"
"12","Florida","B12002_009",260457,11200,2023,"M","Never Married","35-39"
"12","Florida","B12002_010",197341,8978,2023,"M","Never Married","40-44"
"12","Florida","B12002_011",127002,6682,2023,"M","Never Married","45-49"
"12","Florida","B12002_012",109116,6096,2023,"M","Never Married","50-54"
"12","Florida","B12002_013",95486,6259,2023,"M","Never Married","55-59"
"12","Florida","B12002_014",88944,5041,2023,"M","Never Married","60-64"
"12","Florida","B12002_015",90281,5020,2023,"M","Never Married","65-74"
"12","Florida","B12002_016",26468,2985,2023,"M","Never Married","75-84"
"12","Florida","B12002_017",6389,1120,2023,"M","Never Married","85+"
"12","Florida","B12002_020",553,458,2023,"M","Married","15-17"
"12","Florida","B12002_021",253,305,2023,"M","Married","18-19"
"12","Florida","B12002_022",25757,3658,2023,"M","Married","20-24"
"12","Florida","B12002_023",130981,7930,2023,"M","Married","25-29"
"12","Florida","B12002_024",277493,9104,2023,"M","Married","30-34"
"12","Florida","B12002_025",366103,13948,2023,"M","Married","35-39"
"12","Florida","B12002_026",408324,11123,2023,"M","Married","40-44"
"12","Florida","B12002_027",395969,8024,2023,"M","Married","45-49"
"12","Florida","B12002_028",435273,9033,2023,"M","Married","50-54"
"12","Florida","B12002_029",421479,11426,2023,"M","Married","55-59"
"12","Florida","B12002_030",480666,9780,2023,"M","Married","60-64"
"12","Florida","B12002_031",823199,8775,2023,"M","Married","65-74"
"12","Florida","B12002_032",522838,7594,2023,"M","Married","75-84"
"12","Florida","B12002_033",119039,4990,2023,"M","Married","85+"
"12","Florida","B12002_036",1055,959,2023,"M","Separated","15-17"
"12","Florida","B12002_037",0,243,2023,"M","Separated","18-19"
"12","Florida","B12002_038",316,301,2023,"M","Separated","20-24"
"12","Florida","B12002_039",2955,1175,2023,"M","Separated","25-29"
"12","Florida","B12002_040",9794,2356,2023,"M","Separated","30-34"
"12","Florida","B12002_041",15262,2541,2023,"M","Separated","35-39"
"12","Florida","B12002_042",17376,2817,2023,"M","Separated","40-44"
"12","Florida","B12002_043",17966,3215,2023,"M","Separated","45-49"
"12","Florida","B12002_044",18133,2894,2023,"M","Separated","50-54"
"12","Florida","B12002_045",15081,2208,2023,"M","Separated","55-59"
"12","Florida","B12002_046",13221,2185,2023,"M","Separated","60-64"
"12","Florida","B12002_047",18551,2455,2023,"M","Separated","65-74"
"12","Florida","B12002_048",6859,1483,2023,"M","Separated","75-84"
"12","Florida","B12002_049",1715,499,2023,"M","Separated","85+"
"12","Florida","B12002_066",156,253,2023,"M","Widowed","15-17"
"12","Florida","B12002_067",630,582,2023,"M","Widowed","18-19"
"12","Florida","B12002_068",0,243,2023,"M","Widowed","20-24"
"12","Florida","B12002_069",1095,710,2023,"M","Widowed","25-29"
"12","Florida","B12002_070",1516,968,2023,"M","Widowed","30-34"
"12","Florida","B12002_071",2517,1232,2023,"M","Widowed","35-39"
"12","Florida","B12002_072",5855,1825,2023,"M","Widowed","40-44"
"12","Florida","B12002_073",3680,1455,2023,"M","Widowed","45-49"
"12","Florida","B12002_074",5927,1272,2023,"M","Widowed","50-54"
"12","Florida","B12002_075",11492,2080,2023,"M","Widowed","55-59"
"12","Florida","B12002_076",23684,2721,2023,"M","Widowed","60-64"
"12","Florida","B12002_077",71848,5000,2023,"M","Widowed","65-74"
"12","Florida","B12002_078",90555,5108,2023,"M","Widowed","75-84"
"12","Florida","B12002_079",65366,4300,2023,"M","Widowed","85+"
"12","Florida","B12002_081",316,394,2023,"M","Divorced","15-17"
"12","Florida","B12002_082",238,283,2023,"M","Divorced","18-19"
"12","Florida","B12002_083",808,571,2023,"M","Divorced","20-24"
"12","Florida","B12002_084",11654,2424,2023,"M","Divorced","25-29"
"12","Florida","B12002_085",34287,4029,2023,"M","Divorced","30-34"
"12","Florida","B12002_086",54081,4778,2023,"M","Divorced","35-39"
"12","Florida","B12002_087",70757,5392,2023,"M","Divorced","40-44"
"12","Florida","B12002_088",90636,5949,2023,"M","Divorced","45-49"
"12","Florida","B12002_089",112640,6607,2023,"M","Divorced","50-54"
"12","Florida","B12002_090",131146,5977,2023,"M","Divorced","55-59"
"12","Florida","B12002_091",130182,7065,2023,"M","Divorced","60-64"
"12","Florida","B12002_092",205354,7109,2023,"M","Divorced","65-74"
"12","Florida","B12002_093",94807,4898,2023,"M","Divorced","75-84"
"12","Florida","B12002_094",21394,2858,2023,"M","Divorced","85+"
"12","Florida","B12002_097",383849,3925,2023,"F","Never Married","15-17"
"12","Florida","B12002_098",256795,5617,2023,"F","Never Married","18-19"
"12","Florida","B12002_099",563635,7058,2023,"F","Never Married","20-24"
"12","Florida","B12002_100",426123,8422,2023,"F","Never Married","25-29"
"12","Florida","B12002_101",323113,9769,2023,"F","Never Married","30-34"
"12","Florida","B12002_102",205961,10586,2023,"F","Never Married","35-39"
"12","Florida","B12002_103",150187,8854,2023,"F","Never Married","40-44"
"12","Florida","B12002_104",98076,6297,2023,"F","Never Married","45-49"
"12","Florida","B12002_105",86649,6353,2023,"F","Never Married","50-54"
"12","Florida","B12002_106",68274,5040,2023,"F","Never Married","55-59"
"12","Florida","B12002_107",75568,4952,2023,"F","Never Married","60-64"
"12","Florida","B12002_108",92951,5447,2023,"F","Never Married","65-74"
"12","Florida","B12002_109",36830,3194,2023,"F","Never Married","75-84"
"12","Florida","B12002_110",13104,2003,2023,"F","Never Married","85+"
"12","Florida","B12002_113",171,234,2023,"F","Married","15-17"
"12","Florida","B12002_114",1195,595,2023,"F","Married","18-19"
"12","Florida","B12002_115",44263,4643,2023,"F","Married","20-24"
"12","Florida","B12002_116",182700,8014,2023,"F","Married","25-29"
"12","Florida","B12002_117",316988,9377,2023,"F","Married","30-34"
"12","Florida","B12002_118",398568,12519,2023,"F","Married","35-39"
"12","Florida","B12002_119",414698,11292,2023,"F","Married","40-44"
"12","Florida","B12002_120",392009,8974,2023,"F","Married","45-49"
"12","Florida","B12002_121",414096,9716,2023,"F","Married","50-54"
"12","Florida","B12002_122",407212,10197,2023,"F","Married","55-59"
"12","Florida","B12002_123",458144,9643,2023,"F","Married","60-64"
"12","Florida","B12002_124",757981,11720,2023,"F","Married","65-74"
"12","Florida","B12002_125",391828,8447,2023,"F","Married","75-84"
"12","Florida","B12002_126",52193,3904,2023,"F","Married","85+"
"12","Florida","B12002_129",644,538,2023,"F","Separated","15-17"
"12","Florida","B12002_130",307,470,2023,"F","Separated","18-19"
"12","Florida","B12002_131",2249,1037,2023,"F","Separated","20-24"
"12","Florida","B12002_132",9672,2350,2023,"F","Separated","25-29"
"12","Florida","B12002_133",15399,2549,2023,"F","Separated","30-34"
"12","Florida","B12002_134",20475,3429,2023,"F","Separated","35-39"
"12","Florida","B12002_135",21338,2998,2023,"F","Separated","40-44"
"12","Florida","B12002_136",20558,2750,2023,"F","Separated","45-49"
"12","Florida","B12002_137",25046,3247,2023,"F","Separated","50-54"
"12","Florida","B12002_138",22803,2927,2023,"F","Separated","55-59"
"12","Florida","B12002_139",16192,2812,2023,"F","Separated","60-64"
"12","Florida","B12002_140",23402,3335,2023,"F","Separated","65-74"
"12","Florida","B12002_141",7762,1613,2023,"F","Separated","75-84"
"12","Florida","B12002_142",2350,741,2023,"F","Separated","85+"
"12","Florida","B12002_159",142,240,2023,"F","Widowed","15-17"
"12","Florida","B12002_160",368,528,2023,"F","Widowed","18-19"
"12","Florida","B12002_161",430,365,2023,"F","Widowed","20-24"
"12","Florida","B12002_162",454,405,2023,"F","Widowed","25-29"
