"st_fips","state","variable","estimate","moe","year","sex","marital_status","age"
"28","Mississippi","B12002_046",3264,1016,2017,"M","Separated","60-64"
"28","Mississippi","B12002_047",2441,748,2017,"M","Separated","65-74"
"28","Mississippi","B12002_048",1048,481,2017,"M","Separated","75-84"
"28","Mississippi","B12002_049",54,89,2017,"M","Separated","85+"
"28","Mississippi","B12002_066",0,217,2017,"M","Widowed","15-17"
"28","Mississippi","B12002_067",0,217,2017,"M","Widowed","18-19"
"28","Mississippi","B12002_068",0,217,2017,"M","Widowed","20-24"
"28","Mississippi","B12002_069",621,417,2017,"M","Widowed","25-29"
"28","Mississippi","B12002_070",187,248,2017,"M","Widowed","30-34"
"28","Mississippi","B12002_071",101,115,2017,"M","Widowed","35-39"
"28","Mississippi","B12002_072",266,278,2017,"M","Widowed","40-44"
"28","Mississippi","B12002_073",1203,624,2017,"M","Widowed","45-49"
"28","Mississippi","B12002_074",1765,579,2017,"M","Widowed","50-54"
"28","Mississippi","B12002_075",2198,758,2017,"M","Widowed","55-59"
"28","Mississippi","B12002_076",3235,870,2017,"M","Widowed","60-64"
"28","Mississippi","B12002_077",9318,1515,2017,"M","Widowed","65-74"
"28","Mississippi","B12002_078",10004,1659,2017,"M","Widowed","75-84"
"28","Mississippi","B12002_079",6357,1246,2017,"M","Widowed","85+"
"28","Mississippi","B12002_081",46,64,2017,"M","Divorced","15-17"
"28","Mississippi","B12002_082",0,217,2017,"M","Divorced","18-19"
"28","Mississippi","B12002_083",900,527,2017,"M","Divorced","20-24"
"28","Mississippi","B12002_084",2296,861,2017,"M","Divorced","25-29"
"28","Mississippi","B12002_085",6883,1411,2017,"M","Divorced","30-34"
"28","Mississippi","B12002_086",10176,2074,2017,"M","Divorced","35-39"
"28","Mississippi","B12002_087",13376,2021,2017,"M","Divorced","40-44"
"28","Mississippi","B12002_088",13745,2236,2017,"M","Divorced","45-49"
"28","Mississippi","B12002_089",20106,2115,2017,"M","Divorced","50-54"
"28","Mississippi","B12002_090",18891,2197,2017,"M","Divorced","55-59"
"28","Mississippi","B12002_091",15620,1887,2017,"M","Divorced","60-64"
"28","Mississippi","B12002_092",18569,2558,2017,"M","Divorced","65-74"
"28","Mississippi","B12002_093",5834,1498,2017,"M","Divorced","75-84"
"28","Mississippi","B12002_094",557,293,2017,"M","Divorced","85+"
"28","Mississippi","B12002_097",57594,2995,2017,"F","Never Married","15-17"
"28","Mississippi","B12002_098",46606,3188,2017,"F","Never Married","18-19"
"28","Mississippi","B12002_099",90906,3846,2017,"F","Never Married","20-24"
"28","Mississippi","B12002_100",54261,3229,2017,"F","Never Married","25-29"
"28","Mississippi","B12002_101",33019,2786,2017,"F","Never Married","30-34"
"28","Mississippi","B12002_102",32257,3322,2017,"F","Never Married","35-39"
"28","Mississippi","B12002_103",18352,2732,2017,"F","Never Married","40-44"
"28","Mississippi","B12002_104",17454,1878,2017,"F","Never Married","45-49"
"28","Mississippi","B12002_105",13719,2064,2017,"F","Never Married","50-54"
"28","Mississippi","B12002_106",14751,2000,2017,"F","Never Married","55-59"
"28","Mississippi","B12002_107",8794,1531,2017,"F","Never Married","60-64"
"28","Mississippi","B12002_108",9357,1688,2017,"F","Never Married","65-74"
"28","Mississippi","B12002_109",3821,1071,2017,"F","Never Married","75-84"
"28","Mississippi","B12002_110",463,275,2017,"F","Never Married","85+"
"28","Mississippi","B12002_113",0,217,2017,"F","Married","15-17"
"28","Mississippi","B12002_114",355,374,2017,"F","Married","18-19"
"28","Mississippi","B12002_115",9328,1723,2017,"F","Married","20-24"
"28","Mississippi","B12002_116",33242,2563,2017,"F","Married","25-29"
"28","Mississippi","B12002_117",41085,2804,2017,"F","Married","30-34"
"28","Mississippi","B12002_118",53975,3952,2017,"F","Married","35-39"
"28","Mississippi","B12002_119",46600,3115,2017,"F","Married","40-44"
"28","Mississippi","B12002_120",46181,3027,2017,"F","Married","45-49"
"28","Mississippi","B12002_121",54206,3113,2017,"F","Married","50-54"
"28","Mississippi","B12002_122",52385,3369,2017,"F","Married","55-59"
"28","Mississippi","B12002_123",52572,3350,2017,"F","Married","60-64"
"28","Mississippi","B12002_124",74279,3241,2017,"F","Married","65-74"
"28","Mississippi","B12002_125",25502,2043,2017,"F","Married","75-84"
"28","Mississippi","B12002_126",3554,1146,2017,"F","Married","85+"
"28","Mississippi","B12002_129",0,217,2017,"F","Separated","15-17"
"28","Mississippi","B12002_130",118,146,2017,"F","Separated","18-19"
"28","Mississippi","B12002_131",668,483,2017,"F","Separated","20-24"
"28","Mississippi","B12002_132",2208,928,2017,"F","Separated","25-29"
"28","Mississippi","B12002_133",3041,945,2017,"F","Separated","30-34"
"28","Mississippi","B12002_134",7191,1767,2017,"F","Separated","35-39"
"28","Mississippi","B12002_135",4381,1197,2017,"F","Separated","40-44"
"28","Mississippi","B12002_136",5693,1462,2017,"F","Separated","45-49"
"28","Mississippi","B12002_137",3590,984,2017,"F","Separated","50-54"
"28","Mississippi","B12002_138",3941,1091,2017,"F","Separated","55-59"
"28","Mississippi","B12002_139",5092,1282,2017,"F","Separated","60-64"
"28","Mississippi","B12002_140",3210,999,2017,"F","Separated","65-74"
"28","Mississippi","B12002_141",1000,559,2017,"F","Separated","75-84"
"28","Mississippi","B12002_142",130,132,2017,"F","Separated","85+"
"28","Mississippi","B12002_159",0,217,2017,"F","Widowed","15-17"
"28","Mississippi","B12002_160",0,217,2017,"F","Widowed","18-19"
"28","Mississippi","B12002_161",0,217,2017,"F","Widowed","20-24"
"28","Mississippi","B12002_162",91,102,2017,"F","Widowed","25-29"
"28","Mississippi","B12002_163",188,180,2017,"F","Widowed","30-34"
"28","Mississippi","B12002_164",1177,687,2017,"F","Widowed","35-39"
"28","Mississippi","B12002_165",1424,729,2017,"F","Widowed","40-44"
"28","Mississippi","B12002_166",3163,1150,2017,"F","Widowed","45-49"
"28","Mississippi","B12002_167",4851,1154,2017,"F","Widowed","50-54"
"28","Mississippi","B12002_168",6659,1115,2017,"F","Widowed","55-59"
"28","Mississippi","B12002_169",11452,1795,2017,"F","Widowed","60-64"
"28","Mississippi","B12002_170",35608,3025,2017,"F","Widowed","65-74"
"28","Mississippi","B12002_171",39861,2657,2017,"F","Widowed","75-84"
"28","Mississippi","B12002_172",26230,2447,2017,"F","Widowed","85+"
"28","Mississippi","B12002_174",0,217,2017,"F","Divorced","15-17"
"28","Mississippi","B12002_175",0,217,2017,"F","Divorced","18-19"
"28","Mississippi","B12002_176",351,263,2017,"F","Divorced","20-24"
"28","Mississippi","B12002_177",5252,1400,2017,"F","Divorced","25-29"
"28","Mississippi","B12002_178",6903,1608,2017,"F","Divorced","30-34"
"28","Mississippi","B12002_179",11790,1974,2017,"F","Divorced","35-39"
"28","Mississippi","B12002_180",14955,2090,2017,"F","Divorced","40-44"
"28","Mississippi","B12002_181",17579,2585,2017,"F","Divorced","45-49"
"28","Mississippi","B12002_182",18215,2517,2017,"F","Divorced","50-54"
"28","Mississippi","B12002_183",22160,2958,2017,"F","Divorced","55-59"
"28","Mississippi","B12002_184",18349,2553,2017,"F","Divorced","60-64"
"28","Mississippi","B12002_185",25760,2964,2017,"F","Divorced","65-74"
"28","Mississippi","B12002_186",8163,1368,2017,"F","Divorced","75-84"
"28","Mississippi","B12002_187",2529,745,2017,"F","Divorced","85+"
"28","Mississippi","B12002_004",59139,3246,2019,"M","Never Married","15-17"
"28","Mississippi","B12002_005",50366,4639,2019,"M","Never Married","18-19"
"28","Mississippi","B12002_006",94594,5428,2019,"M","Never Married","20-24"
"28","Mississippi","B12002_007",59260,3515,2019,"M","Never Married","25-29"
"28","Mississippi","B12002_008",38723,3715,2019,"M","Never Married","30-34"
"28","Mississippi","B12002_009",30788,3768,2019,"M","Never Married","35-39"
"28","Mississippi","B12002_010",25536,3511,2019,"M","Never Married","40-44"
"28","Mississippi","B12002_011",18182,2620,2019,"M","Never Married","45-49"
"28","Mississippi","B12002_012",16437,2706,2019,"M","Never Married","50-54"
"28","Mississippi","B12002_013",13741,2377,2019,"M","Never Married","55-59"
"28","Mississippi","B12002_014",11690,1706,2019,"M","Never Married","60-64"
"28","Mississippi","B12002_015",8024,1391,2019,"M","Never Married","65-74"
"28","Mississippi","B12002_016",2084,667,2019,"M","Never Married","75-84"
"28","Mississippi","B12002_017",635,330,2019,"M","Never Married","85+"
"28","Mississippi","B12002_020",0,226,2019,"M","Married","15-17"
"28","Mississippi","B12002_021",669,703,2019,"M","Married","18-19"
"28","Mississippi","B12002_022",6470,1601,2019,"M","Married","20-24"
"28","Mississippi","B12002_023",25845,2977,2019,"M","Married","25-29"
"28","Mississippi","B12002_024",35385,3179,2019,"M","Married","30-34"
"28","Mississippi","B12002_025",43339,4130,2019,"M","Married","35-39"
"28","Mississippi","B12002_026",43749,3315,2019,"M","Married","40-44"
"28","Mississippi","B12002_027",48502,3223,2019,"M","Married","45-49"
"28","Mississippi","B12002_028",49277,3229,2019,"M","Married","50-54"
"28","Mississippi","B12002_029",50324,3012,2019,"M","Married","55-59"
"28","Mississippi","B12002_030",52286,3577,2019,"M","Married","60-64"
"28","Mississippi","B12002_031",87915,2672,2019,"M","Married","65-74"
"28","Mississippi","B12002_032",41249,2239,2019,"M","Married","75-84"
"28","Mississippi","B12002_033",8386,1487,2019,"M","Married","85+"
"28","Mississippi","B12002_036",64,108,2019,"M","Separated","15-17"
"28","Mississippi","B12002_037",0,226,2019,"M","Separated","18-19"
"28","Mississippi","B12002_038",628,521,2019,"M","Separated","20-24"
"28","Mississippi","B12002_039",1160,778,2019,"M","Separated","25-29"
"28","Mississippi","B12002_040",2426,1199,2019,"M","Separated","30-34"
"28","Mississippi","B12002_041",3115,1199,2019,"M","Separated","35-39"
"28","Mississippi","B12002_042",2330,908,2019,"M","Separated","40-44"
"28","Mississippi","B12002_043",3477,1238,2019,"M","Separated","45-49"
"28","Mississippi","B12002_044",2402,784,2019,"M","Separated","50-54"
"28","Mississippi","B12002_045",3645,1181,2019,"M","Separated","55-59"
"28","Mississippi","B12002_046",2741,986,2019,"M","Separated","60-64"
"28","Mississippi","B12002_047",3879,1148,2019,"M","Separated","65-74"
"28","Mississippi","B12002_048",1207,761,2019,"M","Separated","75-84"
"28","Mississippi","B12002_049",32,56,2019,"M","Separated","85+"
"28","Mississippi","B12002_066",0,226,2019,"M","Widowed","15-17"
"28","Mississippi","B12002_067",0,226,2019,"M","Widowed","18-19"
"28","Mississippi","B12002_068",92,150,2019,"M","Widowed","20-24"
"28","Mississippi","B12002_069",279,306,2019,"M","Widowed","25-29"
"28","Mississippi","B12002_070",0,226,2019,"M","Widowed","30-34"
"28","Mississippi","B12002_071",654,531,2019,"M","Widowed","35-39"
"28","Mississippi","B12002_072",1328,900,2019,"M","Widowed","40-44"
"28","Mississippi","B12002_073",1034,634,2019,"M","Widowed","45-49"
"28","Mississippi","B12002_074",1098,453,2019,"M","Widowed","50-54"
"28","Mississippi","B12002_075",2615,1022,2019,"M","Widowed","55-59"
"28","Mississippi","B12002_076",3075,914,2019,"M","Widowed","60-64"
"28","Mississippi","B12002_077",9763,1646,2019,"M","Widowed","65-74"
"28","Mississippi","B12002_078",10313,1532,2019,"M","Widowed","75-84"
"28","Mississippi","B12002_079",6708,1355,2019,"M","Widowed","85+"
"28","Mississippi","B12002_081",0,226,2019,"M","Divorced","15-17"
"28","Mississippi","B12002_082",0,226,2019,"M","Divorced","18-19"
"28","Mississippi","B12002_083",491,457,2019,"M","Divorced","20-24"
"28","Mississippi","B12002_084",3677,1474,2019,"M","Divorced","25-29"
"28","Mississippi","B12002_085",5653,1631,2019,"M","Divorced","30-34"
"28","Mississippi","B12002_086",9254,1580,2019,"M","Divorced","35-39"
"28","Mississippi","B12002_087",15549,2511,2019,"M","Divorced","40-44"
"28","Mississippi","B12002_088",15208,2104,2019,"M","Divorced","45-49"
"28","Mississippi","B12002_089",14013,2092,2019,"M","Divorced","50-54"
"28","Mississippi","B12002_090",18574,2711,2019,"M","Divorced","55-59"
"28","Mississippi","B12002_091",18301,2296,2019,"M","Divorced","60-64"
"28","Mississippi","B12002_092",19526,2237,2019,"M","Divorced","65-74"
"28","Mississippi","B12002_093",5043,1437,2019,"M","Divorced","75-84"
"28","Mississippi","B12002_094",536,319,2019,"M","Divorced","85+"
"28","Mississippi","B12002_097",57128,3636,2019,"F","Never Married","15-17"
"28","Mississippi","B12002_098",45171,3489,2019,"F","Never Married","18-19"
"28","Mississippi","B12002_099",83672,3876,2019,"F","Never Married","20-24"
"28","Mississippi","B12002_100",53933,4156,2019,"F","Never Married","25-29"
"28","Mississippi","B12002_101",36767,3371,2019,"F","Never Married","30-34"
"28","Mississippi","B12002_102",28554,3260,2019,"F","Never Married","35-39"
"28","Mississippi","B12002_103",23987,2559,2019,"F","Never Married","40-44"
"28","Mississippi","B12002_104",17847,2596,2019,"F","Never Married","45-49"
"28","Mississippi","B12002_105",14794,2329,2019,"F","Never Married","50-54"
"28","Mississippi","B12002_106",12805,1886,2019,"F","Never Married","55-59"
"28","Mississippi","B12002_107",9491,1581,2019,"F","Never Married","60-64"
"28","Mississippi","B12002_108",8863,1332,2019,"F","Never Married","65-74"
"28","Mississippi","B12002_109",3634,870,2019,"F","Never Married","75-84"
"28","Mississippi","B12002_110",1263,678,2019,"F","Never Married","85+"
"28","Mississippi","B12002_113",0,226,2019,"F","Married","15-17"
"28","Mississippi","B12002_114",532,315,2019,"F","Married","18-19"
"28","Mississippi","B12002_115",9696,1689,2019,"F","Married","20-24"
"28","Mississippi","B12002_116",34068,3097,2019,"F","Married","25-29"
"28","Mississippi","B12002_117",40452,3177,2019,"F","Married","30-34"
"28","Mississippi","B12002_118",46676,3929,2019,"F","Married","35-39"
"28","Mississippi","B12002_119",47545,3653,2019,"F","Married","40-44"
"28","Mississippi","B12002_120",51229,3312,2019,"F","Married","45-49"
"28","Mississippi","B12002_121",48676,2859,2019,"F","Married","50-54"
"28","Mississippi","B12002_122",53978,3656,2019,"F","Married","55-59"
"28","Mississippi","B12002_123",54414,3867,2019,"F","Married","60-64"
"28","Mississippi","B12002_124",81412,3777,2019,"F","Married","65-74"
"28","Mississippi","B12002_125",27923,2231,2019,"F","Married","75-84"
"28","Mississippi","B12002_126",4381,1117,2019,"F","Married","85+"
"28","Mississippi","B12002_129",0,226,2019,"F","Separated","15-17"
"28","Mississippi","B12002_130",218,272,2019,"F","Separated","18-19"
"28","Mississippi","B12002_131",897,580,2019,"F","Separated","20-24"
"28","Mississippi","B12002_132",2043,1026,2019,"F","Separated","25-29"
"28","Mississippi","B12002_133",3634,1219,2019,"F","Separated","30-34"
"28","Mississippi","B12002_134",6551,1629,2019,"F","Separated","35-39"
"28","Mississippi","B12002_135",6308,2405,2019,"F","Separated","40-44"
"28","Mississippi","B12002_136",4049,1225,2019,"F","Separated","45-49"
"28","Mississippi","B12002_137",3169,1207,2019,"F","Separated","50-54"
"28","Mississippi","B12002_138",3247,950,2019,"F","Separated","55-59"
"28","Mississippi","B12002_139",3268,974,2019,"F","Separated","60-64"
"28","Mississippi","B12002_140",3205,1008,2019,"F","Separated","65-74"
"28","Mississippi","B12002_141",1217,600,2019,"F","Separated","75-84"
"28","Mississippi","B12002_142",288,244,2019,"F","Separated","85+"
"28","Mississippi","B12002_159",0,226,2019,"F","Widowed","15-17"
"28","Mississippi","B12002_160",33,63,2019,"F","Widowed","18-19"
"28","Mississippi","B12002_161",97,167,2019,"F","Widowed","20-24"
"28","Mississippi","B12002_162",73,119,2019,"F","Widowed","25-29"
"28","Mississippi","B12002_163",826,535,2019,"F","Widowed","30-34"
"28","Mississippi","B12002_164",1503,844,2019,"F","Widowed","35-39"
"28","Mississippi","B12002_165",763,482,2019,"F","Widowed","40-44"
"28","Mississippi","B12002_166",2794,897,2019,"F","Widowed","45-49"
"28","Mississippi","B12002_167",4138,1077,2019,"F","Widowed","50-54"
"28","Mississippi","B12002_168",8485,1622,2019,"F","Widowed","55-59"
"28","Mississippi","B12002_169",11288,1646,2019,"F","Widowed","60-64"
"28","Mississippi","B12002_170",34322,2966,2019,"F","Widowed","65-74"
"28","Mississippi","B12002_171",37282,2700,2019,"F","Widowed","75-84"
"28","Mississippi","B12002_172",27496,2336,2019,"F","Widowed","85+"
"28","Mississippi","B12002_174",0,226,2019,"F","Divorced","15-17"
"28","Mississippi","B12002_175",0,226,2019,"F","Divorced","18-19"
"28","Mississippi","B12002_176",868,619,2019,"F","Divorced","20-24"
"28","Mississippi","B12002_177",4988,1698,2019,"F","Divorced","25-29"
"28","Mississippi","B12002_178",7930,2029,2019,"F","Divorced","30-34"
"28","Mississippi","B12002_179",11900,2002,2019,"F","Divorced","35-39"
"28","Mississippi","B12002_180",15497,2430,2019,"F","Divorced","40-44"
"28","Mississippi","B12002_181",17277,2880,2019,"F","Divorced","45-49"
"28","Mississippi","B12002_182",18840,2715,2019,"F","Divorced","50-54"
"28","Mississippi","B12002_183",21139,2163,2019,"F","Divorced","55-59"
"28","Mississippi","B12002_184",19416,2650,2019,"F","Divorced","60-64"
"28","Mississippi","B12002_185",25884,2603,2019,"F","Divorced","65-74"
"28","Mississippi","B12002_186",10336,1797,2019,"F","Divorced","75-84"
"28","Mississippi","B12002_187",2783,918,2019,"F","Divorced","85+"
"28","Mississippi","B12002_004",65662,3455,2021,"M","Never Married","15-17"
"28","Mississippi","B12002_005",45189,3458,2021,"M","Never Married","18-19"
"28","Mississippi","B12002_006",90053,5082,2021,"M","Never Married","20-24"
"28","Mississippi","B12002_007",61235,4110,2021,"M","Never Married","25-29"
"28","Mississippi","B12002_008",42082,3701,2021,"M","Never Married","30-34"
"28","Mississippi","B12002_009",31107,3451,2021,"M","Never Married","35-39"
"28","Mississippi","B12002_010",26036,3899,2021,"M","Never Married","40-44"
"28","Mississippi","B12002_011",18512,2672,2021,"M","Never Married","45-49"
"28","Mississippi","B12002_012",12624,2210,2021,"M","Never Married","50-54"
"28","Mississippi","B12002_013",12164,1930,2021,"M","Never Married","55-59"
"28","Mississippi","B12002_014",10867,1847,2021,"M","Never Married","60-64"
"28","Mississippi","B12002_015",9150,1580,2021,"M","Never Married","65-74"
"28","Mississippi","B12002_016",2773,758,2021,"M","Never Married","75-84"
"28","Mississippi","B12002_017",289,284,2021,"M","Never Married","85+"
"28","Mississippi","B12002_020",33,65,2021,"M","Married","15-17"
"28","Mississippi","B12002_021",130,190,2021,"M","Married","18-19"
"28","Mississippi","B12002_022",8382,1908,2021,"M","Married","20-24"
"28","Mississippi","B12002_023",22338,2663,2021,"M","Married","25-29"
"28","Mississippi","B12002_024",34865,3414,2021,"M","Married","30-34"
"28","Mississippi","B12002_025",48721,4955,2021,"M","Married","35-39"
"28","Mississippi","B12002_026",47902,3711,2021,"M","Married","40-44"
"28","Mississippi","B12002_027",48408,3920,2021,"M","Married","45-49"
"28","Mississippi","B12002_028",51288,2845,2021,"M","Married","50-54"
"28","Mississippi","B12002_029",52348,3908,2021,"M","Married","55-59"
"28","Mississippi","B12002_030",53676,3232,2021,"M","Married","60-64"
"28","Mississippi","B12002_031",94168,3631,2021,"M","Married","65-74"
"28","Mississippi","B12002_032",39576,2335,2021,"M","Married","75-84"
"28","Mississippi","B12002_033",6940,1403,2021,"M","Married","85+"
"28","Mississippi","B12002_036",0,233,2021,"M","Separated","15-17"
"28","Mississippi","B12002_037",0,233,2021,"M","Separated","18-19"
"28","Mississippi","B12002_038",295,449,2021,"M","Separated","20-24"
"28","Mississippi","B12002_039",293,280,2021,"M","Separated","25-29"
"28","Mississippi","B12002_040",2814,1099,2021,"M","Separated","30-34"
"28","Mississippi","B12002_041",2262,971,2021,"M","Separated","35-39"
"28","Mississippi","B12002_042",3020,1115,2021,"M","Separated","40-44"
"28","Mississippi","B12002_043",2637,1293,2021,"M","Separated","45-49"
"28","Mississippi","B12002_044",4140,1139,2021,"M","Separated","50-54"
"28","Mississippi","B12002_045",2660,1003,2021,"M","Separated","55-59"
"28","Mississippi","B12002_046",3854,1173,2021,"M","Separated","60-64"
"28","Mississippi","B12002_047",2753,927,2021,"M","Separated","65-74"
"28","Mississippi","B12002_048",506,293,2021,"M","Separated","75-84"
"28","Mississippi","B12002_049",45,74,2021,"M","Separated","85+"
"28","Mississippi","B12002_066",0,233,2021,"M","Widowed","15-17"
"28","Mississippi","B12002_067",159,246,2021,"M","Widowed","18-19"
"28","Mississippi","B12002_068",33,45,2021,"M","Widowed","20-24"
"28","Mississippi","B12002_069",0,233,2021,"M","Widowed","25-29"
"28","Mississippi","B12002_070",0,233,2021,"M","Widowed","30-34"
"28","Mississippi","B12002_071",475,470,2021,"M","Widowed","35-39"
"28","Mississippi","B12002_072",411,398,2021,"M","Widowed","40-44"
"28","Mississippi","B12002_073",1393,1240,2021,"M","Widowed","45-49"
"28","Mississippi","B12002_074",1234,754,2021,"M","Widowed","50-54"
"28","Mississippi","B12002_075",2454,963,2021,"M","Widowed","55-59"
"28","Mississippi","B12002_076",4115,1230,2021,"M","Widowed","60-64"
"28","Mississippi","B12002_077",13012,2099,2021,"M","Widowed","65-74"
"28","Mississippi","B12002_078",11642,1763,2021,"M","Widowed","75-84"
"28","Mississippi","B12002_079",4674,1159,2021,"M","Widowed","85+"
"28","Mississippi","B12002_081",71,125,2021,"M","Divorced","15-17"
"28","Mississippi","B12002_082",0,233,2021,"M","Divorced","18-19"
"28","Mississippi","B12002_083",698,545,2021,"M","Divorced","20-24"
"28","Mississippi","B12002_084",1546,721,2021,"M","Divorced","25-29"
"28","Mississippi","B12002_085",3787,1287,2021,"M","Divorced","30-34"
"28","Mississippi","B12002_086",9450,1959,2021,"M","Divorced","35-39"
"28","Mississippi","B12002_087",12821,2909,2021,"M","Divorced","40-44"
"28","Mississippi","B12002_088",12873,1968,2021,"M","Divorced","45-49"
"28","Mississippi","B12002_089",13286,2164,2021,"M","Divorced","50-54"
"28","Mississippi","B12002_090",17344,2542,2021,"M","Divorced","55-59"
"28","Mississippi","B12002_091",17991,2699,2021,"M","Divorced","60-64"
"28","Mississippi","B12002_092",21280,2081,2021,"M","Divorced","65-74"
"28","Mississippi","B12002_093",5843,1278,2021,"M","Divorced","75-84"
"28","Mississippi","B12002_094",1140,490,2021,"M","Divorced","85+"
"28","Mississippi","B12002_097",58171,3372,2021,"F","Never Married","15-17"
"28","Mississippi","B12002_098",43846,4141,2021,"F","Never Married","18-19"
"28","Mississippi","B12002_099",83458,4219,2021,"F","Never Married","20-24"
"28","Mississippi","B12002_100",53532,3574,2021,"F","Never Married","25-29"
"28","Mississippi","B12002_101",38053,3341,2021,"F","Never Married","30-34"
"28","Mississippi","B12002_102",33767,3686,2021,"F","Never Married","35-39"
"28","Mississippi","B12002_103",21375,2702,2021,"F","Never Married","40-44"
"28","Mississippi","B12002_104",12958,1851,2021,"F","Never Married","45-49"
"28","Mississippi","B12002_105",15612,2191,2021,"F","Never Married","50-54"
"28","Mississippi","B12002_106",11024,2067,2021,"F","Never Married","55-59"
"28","Mississippi","B12002_107",9481,1607,2021,"F","Never Married","60-64"
"28","Mississippi","B12002_108",11064,1909,2021,"F","Never Married","65-74"
"28","Mississippi","B12002_109",2706,827,2021,"F","Never Married","75-84"
"28","Mississippi","B12002_110",537,319,2021,"F","Never Married","85+"
"28","Mississippi","B12002_113",0,233,2021,"F","Married","15-17"
"28","Mississippi","B12002_114",314,339,2021,"F","Married","18-19"
"28","Mississippi","B12002_115",11621,2092,2021,"F","Married","20-24"
"28","Mississippi","B12002_116",29091,3064,2021,"F","Married","25-29"
"28","Mississippi","B12002_117",45290,3556,2021,"F","Married","30-34"
"28","Mississippi","B12002_118",49671,3873,2021,"F","Married","35-39"
"28","Mississippi","B12002_119",49368,4322,2021,"F","Married","40-44"
"28","Mississippi","B12002_120",50265,3316,2021,"F","Married","45-49"
"28","Mississippi","B12002_121",48988,3547,2021,"F","Married","50-54"
"28","Mississippi","B12002_122",49843,3296,2021,"F","Married","55-59"
"28","Mississippi","B12002_123",55708,4075,2021,"F","Married","60-64"
"28","Mississippi","B12002_124",83588,3810,2021,"F","Married","65-74"
"28","Mississippi","B12002_125",29493,2386,2021,"F","Married","75-84"
"28","Mississippi","B12002_126",3015,778,2021,"F","Married","85+"
"28","Mississippi","B12002_129",294,338,2021,"F","Separated","15-17"
"28","Mississippi","B12002_130",0,233,2021,"F","Separated","18-19"
"28","Mississippi","B12002_131",990,808,2021,"F","Separated","20-24"
"28","Mississippi","B12002_132",1278,730,2021,"F","Separated","25-29"
"28","Mississippi","B12002_133",1421,655,2021,"F","Separated","30-34"
"28","Mississippi","B12002_134",4869,1622,2021,"F","Separated","35-39"
"28","Mississippi","B12002_135",5393,1614,2021,"F","Separated","40-44"
"28","Mississippi","B12002_136",4553,1367,2021,"F","Separated","45-49"
"28","Mississippi","B12002_137",4482,1508,2021,"F","Separated","50-54"
"28","Mississippi","B12002_138",2454,673,2021,"F","Separated","55-59"
"28","Mississippi","B12002_139",3636,1049,2021,"F","Separated","60-64"
"28","Mississippi","B12002_140",3821,1218,2021,"F","Separated","65-74"
"28","Mississippi","B12002_141",763,447,2021,"F","Separated","75-84"
"28","Mississippi","B12002_142",192,202,2021,"F","Separated","85+"
"28","Mississippi","B12002_159",0,233,2021,"F","Widowed","15-17"
"28","Mississippi","B12002_160",0,233,2021,"F","Widowed","18-19"
"28","Mississippi","B12002_161",0,233,2021,"F","Widowed","20-24"
"28","Mississippi","B12002_162",61,117,2021,"F","Widowed","25-29"
"28","Mississippi","B12002_163",84,103,2021,"F","Widowed","30-34"
"28","Mississippi","B12002_164",1118,633,2021,"F","Widowed","35-39"
"28","Mississippi","B12002_165",1692,882,2021,"F","Widowed","40-44"
"28","Mississippi","B12002_166",2652,1136,2021,"F","Widowed","45-49"
"28","Mississippi","B12002_167",5274,1425,2021,"F","Widowed","50-54"
"28","Mississippi","B12002_168",6964,1388,2021,"F","Widowed","55-59"
"28","Mississippi","B12002_169",12427,2228,2021,"F","Widowed","60-64"
"28","Mississippi","B12002_170",35598,3355,2021,"F","Widowed","65-74"
"28","Mississippi","B12002_171",34352,2538,2021,"F","Widowed","75-84"
"28","Mississippi","B12002_172",24704,2236,2021,"F","Widowed","85+"
"28","Mississippi","B12002_174",0,233,2021,"F","Divorced","15-17"
"28","Mississippi","B12002_175",0,233,2021,"F","Divorced","18-19"
"28","Mississippi","B12002_176",1081,539,2021,"F","Divorced","20-24"
"28","Mississippi","B12002_177",2826,1375,2021,"F","Divorced","25-29"
"28","Mississippi","B12002_178",7361,1909,2021,"F","Divorced","30-34"
"28","Mississippi","B12002_179",10108,2209,2021,"F","Divorced","35-39"
"28","Mississippi","B12002_180",15283,2499,2021,"F","Divorced","40-44"
"28","Mississippi","B12002_181",17645,2501,2021,"F","Divorced","45-49"
"28","Mississippi","B12002_182",18054,2510,2021,"F","Divorced","50-54"
"28","Mississippi","B12002_183",18060,2630,2021,"F","Divorced","55-59"
"28","Mississippi","B12002_184",22380,2799,2021,"F","Divorced","60-64"
"28","Mississippi","B12002_185",29108,2769,2021,"F","Divorced","65-74"
"28","Mississippi","B12002_186",12371,1761,2021,"F","Divorced","75-84"
"28","Mississippi","B12002_187",2677,952,2021,"F","Divorced","85+"
"28","Mississippi","B12002_004",68628,3403,2023,"M","Never Married","15-17"
"28","Mississippi","B12002_005",48847,3642,2023,"M","Never Married","18-19"
"28","Mississippi","B12002_006",88072,4236,2023,"M","Never Married","20-24"
"28","Mississippi","B12002_007",50108,3479,2023,"M","Never Married","25-29"
"28","Mississippi","B12002_008",41871,3591,2023,"M","Never Married","30-34"
"28","Mississippi","B12002_009",28718,3309,2023,"M","Never Married","35-39"
"28","Mississippi","B12002_010",29194,2855,2023,"M","Never Married","40-44"
"28","Mississippi","B12002_011",15356,2210,2023,"M","Never Married","45-49"
