"st_fips","state","estimate","moe","year","child_age","child_parent"
11,"District of Columbia",194,228,2019,"05","Single Parent (Dad)"
11,"District of Columbia",2968,1391,2019,"06-11","Single Parent (Dad)"
11,"District of Columbia",1820,910,2019,"12-17","Single Parent (Dad)"
11,"District of Columbia",4916,1861,2019,"00-02","Single Parent (Mom)"
11,"District of Columbia",5881,1829,2019,"03-04","Single Parent (Mom)"
11,"District of Columbia",3245,1197,2019,"05","Single Parent (Mom)"
11,"District of Columbia",13552,2448,2019,"06-11","Single Parent (Mom)"
11,"District of Columbia",14253,2123,2019,"12-17","Single Parent (Mom)"
11,"District of Columbia",15039,1590,2021,"00-02","Married Couple"
11,"District of Columbia",8381,1278,2021,"03-04","Married Couple"
11,"District of Columbia",3902,1191,2021,"05","Married Couple"
11,"District of Columbia",20112,2366,2021,"06-11","Married Couple"
11,"District of Columbia",11422,2019,2021,"12-17","Married Couple"
11,"District of Columbia",905,834,2021,"00-02","Single Parent (Dad)"
11,"District of Columbia",763,539,2021,"03-04","Single Parent (Dad)"
11,"District of Columbia",334,451,2021,"05","Single Parent (Dad)"
11,"District of Columbia",851,810,2021,"06-11","Single Parent (Dad)"
11,"District of Columbia",838,513,2021,"12-17","Single Parent (Dad)"
11,"District of Columbia",4168,1425,2021,"00-02","Single Parent (Mom)"
11,"District of Columbia",4980,1703,2021,"03-04","Single Parent (Mom)"
11,"District of Columbia",2122,1038,2021,"05","Single Parent (Mom)"
11,"District of Columbia",14360,2703,2021,"06-11","Single Parent (Mom)"
11,"District of Columbia",14960,2285,2021,"12-17","Single Parent (Mom)"
11,"District of Columbia",16142,2285,2023,"00-02","Married Couple"
11,"District of Columbia",9955,1660,2023,"03-04","Married Couple"
11,"District of Columbia",3195,1235,2023,"05","Married Couple"
11,"District of Columbia",19184,3155,2023,"06-11","Married Couple"
11,"District of Columbia",14418,2827,2023,"12-17","Married Couple"
11,"District of Columbia",635,809,2023,"00-02","Single Parent (Dad)"
11,"District of Columbia",274,339,2023,"03-04","Single Parent (Dad)"
11,"District of Columbia",1983,2050,2023,"05","Single Parent (Dad)"
11,"District of Columbia",3653,2432,2023,"06-11","Single Parent (Dad)"
11,"District of Columbia",2135,1226,2023,"12-17","Single Parent (Dad)"
11,"District of Columbia",3696,1443,2023,"00-02","Single Parent (Mom)"
11,"District of Columbia",2669,1103,2023,"03-04","Single Parent (Mom)"
11,"District of Columbia",1755,1018,2023,"05","Single Parent (Mom)"
11,"District of Columbia",15462,4316,2023,"06-11","Single Parent (Mom)"
11,"District of Columbia",14441,3096,2023,"12-17","Single Parent (Mom)"
12,"Florida",338929,9027,2011,"00-02","Married Couple"
12,"Florida",252251,9574,2011,"03-04","Married Couple"
12,"Florida",117587,7227,2011,"05","Married Couple"
12,"Florida",746723,18154,2011,"06-11","Married Couple"
12,"Florida",801885,17366,2011,"12-17","Married Couple"
12,"Florida",48096,5028,2011,"00-02","Single Parent (Dad)"
12,"Florida",35200,4261,2011,"03-04","Single Parent (Dad)"
12,"Florida",14288,2730,2011,"05","Single Parent (Dad)"
12,"Florida",77830,6900,2011,"06-11","Single Parent (Dad)"
12,"Florida",85011,8559,2011,"12-17","Single Parent (Dad)"
12,"Florida",123047,7023,2011,"00-02","Single Parent (Mom)"
12,"Florida",102142,6982,2011,"03-04","Single Parent (Mom)"
12,"Florida",59146,5592,2011,"05","Single Parent (Mom)"
12,"Florida",329323,11806,2011,"06-11","Single Parent (Mom)"
12,"Florida",366005,12098,2011,"12-17","Single Parent (Mom)"
12,"Florida",327806,9380,2013,"00-02","Married Couple"
12,"Florida",242425,7800,2013,"03-04","Married Couple"
12,"Florida",120367,6590,2013,"05","Married Couple"
12,"Florida",764609,17050,2013,"06-11","Married Couple"
12,"Florida",789864,14116,2013,"12-17","Married Couple"
12,"Florida",51549,5110,2013,"00-02","Single Parent (Dad)"
12,"Florida",29488,3850,2013,"03-04","Single Parent (Dad)"
12,"Florida",14754,2414,2013,"05","Single Parent (Dad)"
12,"Florida",79547,6504,2013,"06-11","Single Parent (Dad)"
12,"Florida",83355,6407,2013,"12-17","Single Parent (Dad)"
12,"Florida",132916,7270,2013,"00-02","Single Parent (Mom)"
12,"Florida",106020,7905,2013,"03-04","Single Parent (Mom)"
12,"Florida",56767,5125,2013,"05","Single Parent (Mom)"
12,"Florida",330208,13615,2013,"06-11","Single Parent (Mom)"
12,"Florida",356685,11256,2013,"12-17","Single Parent (Mom)"
12,"Florida",342634,9237,2015,"00-02","Married Couple"
12,"Florida",249365,8171,2015,"03-04","Married Couple"
12,"Florida",119533,6146,2015,"05","Married Couple"
12,"Florida",764736,14745,2015,"06-11","Married Couple"
12,"Florida",777857,13503,2015,"12-17","Married Couple"
12,"Florida",56501,5129,2015,"00-02","Single Parent (Dad)"
12,"Florida",31687,3576,2015,"03-04","Single Parent (Dad)"
12,"Florida",14459,2494,2015,"05","Single Parent (Dad)"
12,"Florida",94545,7149,2015,"06-11","Single Parent (Dad)"
12,"Florida",93574,6812,2015,"12-17","Single Parent (Dad)"
12,"Florida",135639,6865,2015,"00-02","Single Parent (Mom)"
12,"Florida",96397,7152,2015,"03-04","Single Parent (Mom)"
12,"Florida",51796,4095,2015,"05","Single Parent (Mom)"
12,"Florida",338714,13034,2015,"06-11","Single Parent (Mom)"
12,"Florida",374716,13711,2015,"12-17","Single Parent (Mom)"
12,"Florida",374025,10050,2017,"00-02","Married Couple"
12,"Florida",263497,10064,2017,"03-04","Married Couple"
12,"Florida",120195,6256,2017,"05","Married Couple"
12,"Florida",807370,15751,2017,"06-11","Married Couple"
12,"Florida",810801,15198,2017,"12-17","Married Couple"
12,"Florida",54930,4509,2017,"00-02","Single Parent (Dad)"
12,"Florida",32272,4359,2017,"03-04","Single Parent (Dad)"
12,"Florida",13667,2438,2017,"05","Single Parent (Dad)"
12,"Florida",95683,7657,2017,"06-11","Single Parent (Dad)"
12,"Florida",103533,8676,2017,"12-17","Single Parent (Dad)"
12,"Florida",128922,8906,2017,"00-02","Single Parent (Mom)"
12,"Florida",91135,6217,2017,"03-04","Single Parent (Mom)"
12,"Florida",47389,4976,2017,"05","Single Parent (Mom)"
12,"Florida",329523,13696,2017,"06-11","Single Parent (Mom)"
12,"Florida",357157,12158,2017,"12-17","Single Parent (Mom)"
12,"Florida",356912,11756,2019,"00-02","Married Couple"
12,"Florida",269071,9687,2019,"03-04","Married Couple"
12,"Florida",119210,6084,2019,"05","Married Couple"
12,"Florida",777184,16130,2019,"06-11","Married Couple"
12,"Florida",814562,16101,2019,"12-17","Married Couple"
12,"Florida",51916,5325,2019,"00-02","Single Parent (Dad)"
12,"Florida",30775,4232,2019,"03-04","Single Parent (Dad)"
12,"Florida",13814,2297,2019,"05","Single Parent (Dad)"
12,"Florida",95109,8394,2019,"06-11","Single Parent (Dad)"
12,"Florida",112539,8632,2019,"12-17","Single Parent (Dad)"
12,"Florida",122648,8121,2019,"00-02","Single Parent (Mom)"
12,"Florida",101963,7315,2019,"03-04","Single Parent (Mom)"
12,"Florida",46012,4787,2019,"05","Single Parent (Mom)"
12,"Florida",323189,16058,2019,"06-11","Single Parent (Mom)"
12,"Florida",353835,14113,2019,"12-17","Single Parent (Mom)"
12,"Florida",361916,10665,2021,"00-02","Married Couple"
12,"Florida",263132,9459,2021,"03-04","Married Couple"
12,"Florida",131962,8991,2021,"05","Married Couple"
12,"Florida",802564,17140,2021,"06-11","Married Couple"
12,"Florida",885973,18844,2021,"12-17","Married Couple"
12,"Florida",47010,5762,2021,"00-02","Single Parent (Dad)"
12,"Florida",28780,3773,2021,"03-04","Single Parent (Dad)"
12,"Florida",17094,3643,2021,"05","Single Parent (Dad)"
12,"Florida",99448,9386,2021,"06-11","Single Parent (Dad)"
12,"Florida",107045,7686,2021,"12-17","Single Parent (Dad)"
12,"Florida",118706,7710,2021,"00-02","Single Parent (Mom)"
12,"Florida",96236,7108,2021,"03-04","Single Parent (Mom)"
12,"Florida",45119,4039,2021,"05","Single Parent (Mom)"
12,"Florida",329901,15700,2021,"06-11","Single Parent (Mom)"
12,"Florida",371442,12931,2021,"12-17","Single Parent (Mom)"
12,"Florida",375264,12698,2023,"00-02","Married Couple"
12,"Florida",281384,10576,2023,"03-04","Married Couple"
12,"Florida",132743,7903,2023,"05","Married Couple"
12,"Florida",875267,19663,2023,"06-11","Married Couple"
12,"Florida",903909,16808,2023,"12-17","Married Couple"
12,"Florida",45885,6431,2023,"00-02","Single Parent (Dad)"
12,"Florida",34816,4698,2023,"03-04","Single Parent (Dad)"
12,"Florida",15212,3264,2023,"05","Single Parent (Dad)"
12,"Florida",95120,7947,2023,"06-11","Single Parent (Dad)"
12,"Florida",114710,10035,2023,"12-17","Single Parent (Dad)"
12,"Florida",108328,8872,2023,"00-02","Single Parent (Mom)"
12,"Florida",89363,7791,2023,"03-04","Single Parent (Mom)"
12,"Florida",50569,5564,2023,"05","Single Parent (Mom)"
12,"Florida",292007,14855,2023,"06-11","Single Parent (Mom)"
12,"Florida",359938,14234,2023,"12-17","Single Parent (Mom)"
13,"Georgia",220375,8425,2011,"00-02","Married Couple"
13,"Georgia",151221,6714,2011,"03-04","Married Couple"
13,"Georgia",87054,6587,2011,"05","Married Couple"
13,"Georgia",494389,13896,2011,"06-11","Married Couple"
13,"Georgia",467711,12439,2011,"12-17","Married Couple"
13,"Georgia",22047,3252,2011,"00-02","Single Parent (Dad)"
13,"Georgia",17219,2990,2011,"03-04","Single Parent (Dad)"
13,"Georgia",9367,2129,2011,"05","Single Parent (Dad)"
13,"Georgia",43172,5172,2011,"06-11","Single Parent (Dad)"
13,"Georgia",43773,5747,2011,"12-17","Single Parent (Dad)"
13,"Georgia",79374,5887,2011,"00-02","Single Parent (Mom)"
13,"Georgia",63292,5561,2011,"03-04","Single Parent (Mom)"
13,"Georgia",32066,3269,2011,"05","Single Parent (Mom)"
13,"Georgia",211936,10288,2011,"06-11","Single Parent (Mom)"
13,"Georgia",210591,9827,2011,"12-17","Single Parent (Mom)"
13,"Georgia",201867,6965,2013,"00-02","Married Couple"
13,"Georgia",153576,6955,2013,"03-04","Married Couple"
13,"Georgia",75518,5833,2013,"05","Married Couple"
13,"Georgia",488357,13327,2013,"06-11","Married Couple"
13,"Georgia",471556,10990,2013,"12-17","Married Couple"
13,"Georgia",29753,4046,2013,"00-02","Single Parent (Dad)"
13,"Georgia",17515,3108,2013,"03-04","Single Parent (Dad)"
13,"Georgia",9223,1981,2013,"05","Single Parent (Dad)"
13,"Georgia",46739,5143,2013,"06-11","Single Parent (Dad)"
13,"Georgia",50437,4266,2013,"12-17","Single Parent (Dad)"
13,"Georgia",79266,6068,2013,"00-02","Single Parent (Mom)"
13,"Georgia",67824,4678,2013,"03-04","Single Parent (Mom)"
13,"Georgia",34902,3744,2013,"05","Single Parent (Mom)"
13,"Georgia",210362,9725,2013,"06-11","Single Parent (Mom)"
13,"Georgia",222164,9103,2013,"12-17","Single Parent (Mom)"
13,"Georgia",216916,7908,2015,"00-02","Married Couple"
13,"Georgia",148684,6116,2015,"03-04","Married Couple"
13,"Georgia",78383,4071,2015,"05","Married Couple"
13,"Georgia",481643,11400,2015,"06-11","Married Couple"
13,"Georgia",489081,9909,2015,"12-17","Married Couple"
13,"Georgia",27814,3996,2015,"00-02","Single Parent (Dad)"
13,"Georgia",13102,2441,2015,"03-04","Single Parent (Dad)"
13,"Georgia",5985,1450,2015,"05","Single Parent (Dad)"
13,"Georgia",46096,5143,2015,"06-11","Single Parent (Dad)"
13,"Georgia",47150,5069,2015,"12-17","Single Parent (Dad)"
13,"Georgia",73252,4823,2015,"00-02","Single Parent (Mom)"
13,"Georgia",54986,5330,2015,"03-04","Single Parent (Mom)"
13,"Georgia",32301,3395,2015,"05","Single Parent (Mom)"
13,"Georgia",217341,10586,2015,"06-11","Single Parent (Mom)"
13,"Georgia",215439,7504,2015,"12-17","Single Parent (Mom)"
13,"Georgia",220216,9050,2017,"00-02","Married Couple"
13,"Georgia",161135,6829,2017,"03-04","Married Couple"
13,"Georgia",74345,4680,2017,"05","Married Couple"
13,"Georgia",486640,13429,2017,"06-11","Married Couple"
13,"Georgia",506059,11692,2017,"12-17","Married Couple"
13,"Georgia",22129,2793,2017,"00-02","Single Parent (Dad)"
13,"Georgia",12180,2413,2017,"03-04","Single Parent (Dad)"
13,"Georgia",7327,1841,2017,"05","Single Parent (Dad)"
13,"Georgia",45928,6129,2017,"06-11","Single Parent (Dad)"
13,"Georgia",45666,6279,2017,"12-17","Single Parent (Dad)"
13,"Georgia",76506,5917,2017,"00-02","Single Parent (Mom)"
13,"Georgia",60823,4743,2017,"03-04","Single Parent (Mom)"
13,"Georgia",28388,3406,2017,"05","Single Parent (Mom)"
13,"Georgia",218433,10844,2017,"06-11","Single Parent (Mom)"
13,"Georgia",218581,9425,2017,"12-17","Single Parent (Mom)"
13,"Georgia",203468,7144,2019,"00-02","Married Couple"
13,"Georgia",159800,7083,2019,"03-04","Married Couple"
13,"Georgia",82421,5714,2019,"05","Married Couple"
13,"Georgia",463196,12059,2019,"06-11","Married Couple"
13,"Georgia",506097,12859,2019,"12-17","Married Couple"
13,"Georgia",20618,3851,2019,"00-02","Single Parent (Dad)"
13,"Georgia",13313,2462,2019,"03-04","Single Parent (Dad)"
13,"Georgia",8406,1977,2019,"05","Single Parent (Dad)"
13,"Georgia",45065,5148,2019,"06-11","Single Parent (Dad)"
13,"Georgia",47121,5366,2019,"12-17","Single Parent (Dad)"
13,"Georgia",70795,6037,2019,"00-02","Single Parent (Mom)"
13,"Georgia",62199,5803,2019,"03-04","Single Parent (Mom)"
13,"Georgia",25001,4189,2019,"05","Single Parent (Mom)"
13,"Georgia",215210,12382,2019,"06-11","Single Parent (Mom)"
13,"Georgia",208940,11492,2019,"12-17","Single Parent (Mom)"
13,"Georgia",199063,8335,2021,"00-02","Married Couple"
13,"Georgia",160853,7838,2021,"03-04","Married Couple"
13,"Georgia",81047,5606,2021,"05","Married Couple"
13,"Georgia",473734,13640,2021,"06-11","Married Couple"
13,"Georgia",523848,13712,2021,"12-17","Married Couple"
13,"Georgia",20930,3501,2021,"00-02","Single Parent (Dad)"
13,"Georgia",13326,2860,2021,"03-04","Single Parent (Dad)"
13,"Georgia",5676,1293,2021,"05","Single Parent (Dad)"
13,"Georgia",42480,5281,2021,"06-11","Single Parent (Dad)"
13,"Georgia",55619,6053,2021,"12-17","Single Parent (Dad)"
13,"Georgia",71293,6305,2021,"00-02","Single Parent (Mom)"
13,"Georgia",56614,5678,2021,"03-04","Single Parent (Mom)"
13,"Georgia",32544,4033,2021,"05","Single Parent (Mom)"
13,"Georgia",187472,11850,2021,"06-11","Single Parent (Mom)"
13,"Georgia",224002,14523,2021,"12-17","Single Parent (Mom)"
13,"Georgia",217473,6217,2023,"00-02","Married Couple"
13,"Georgia",147454,6375,2023,"03-04","Married Couple"
13,"Georgia",73852,4418,2023,"05","Married Couple"
13,"Georgia",488763,13165,2023,"06-11","Married Couple"
13,"Georgia",518563,11975,2023,"12-17","Married Couple"
13,"Georgia",20719,3704,2023,"00-02","Single Parent (Dad)"
13,"Georgia",15808,2919,2023,"03-04","Single Parent (Dad)"
13,"Georgia",5282,1408,2023,"05","Single Parent (Dad)"
13,"Georgia",46515,6789,2023,"06-11","Single Parent (Dad)"
13,"Georgia",60301,6779,2023,"12-17","Single Parent (Dad)"
13,"Georgia",68076,5565,2023,"00-02","Single Parent (Mom)"
13,"Georgia",50417,4507,2023,"03-04","Single Parent (Mom)"
13,"Georgia",27054,3566,2023,"05","Single Parent (Mom)"
13,"Georgia",192746,9604,2023,"06-11","Single Parent (Mom)"
13,"Georgia",220891,10421,2023,"12-17","Single Parent (Mom)"
15,"Hawaii",27844,2293,2011,"00-02","Married Couple"
15,"Hawaii",20472,2117,2011,"03-04","Married Couple"
15,"Hawaii",7806,1413,2011,"05","Married Couple"
15,"Hawaii",61259,3840,2011,"06-11","Married Couple"
15,"Hawaii",59610,3046,2011,"12-17","Married Couple"
15,"Hawaii",2017,940,2011,"00-02","Single Parent (Dad)"
15,"Hawaii",1738,724,2011,"03-04","Single Parent (Dad)"
15,"Hawaii",893,555,2011,"05","Single Parent (Dad)"
15,"Hawaii",5286,1461,2011,"06-11","Single Parent (Dad)"
15,"Hawaii",6733,1490,2011,"12-17","Single Parent (Dad)"
15,"Hawaii",6919,1289,2011,"00-02","Single Parent (Mom)"
15,"Hawaii",5574,1114,2011,"03-04","Single Parent (Mom)"
15,"Hawaii",1800,750,2011,"05","Single Parent (Mom)"
15,"Hawaii",15250,2775,2011,"06-11","Single Parent (Mom)"
15,"Hawaii",15862,2223,2011,"12-17","Single Parent (Mom)"
15,"Hawaii",29974,1996,2013,"00-02","Married Couple"
15,"Hawaii",22264,2084,2013,"03-04","Married Couple"
15,"Hawaii",11120,1531,2013,"05","Married Couple"
15,"Hawaii",60942,4018,2013,"06-11","Married Couple"
15,"Hawaii",58646,3403,2013,"12-17","Married Couple"
15,"Hawaii",2480,767,2013,"00-02","Single Parent (Dad)"
15,"Hawaii",2782,1100,2013,"03-04","Single Parent (Dad)"
15,"Hawaii",821,519,2013,"05","Single Parent (Dad)"
15,"Hawaii",4016,1094,2013,"06-11","Single Parent (Dad)"
15,"Hawaii",5369,1244,2013,"12-17","Single Parent (Dad)"
15,"Hawaii",6245,1628,2013,"00-02","Single Parent (Mom)"
15,"Hawaii",4282,1126,2013,"03-04","Single Parent (Mom)"
15,"Hawaii",2331,731,2013,"05","Single Parent (Mom)"
15,"Hawaii",11855,2127,2013,"06-11","Single Parent (Mom)"
15,"Hawaii",15720,2801,2013,"12-17","Single Parent (Mom)"
15,"Hawaii",29737,2568,2015,"00-02","Married Couple"
15,"Hawaii",19542,1901,2015,"03-04","Married Couple"
15,"Hawaii",10001,1602,2015,"05","Married Couple"
15,"Hawaii",61555,3262,2015,"06-11","Married Couple"
15,"Hawaii",60653,3486,2015,"12-17","Married Couple"
15,"Hawaii",2748,894,2015,"00-02","Single Parent (Dad)"
15,"Hawaii",1896,671,2015,"03-04","Single Parent (Dad)"
15,"Hawaii",986,490,2015,"05","Single Parent (Dad)"
15,"Hawaii",4992,1266,2015,"06-11","Single Parent (Dad)"
15,"Hawaii",5075,1234,2015,"12-17","Single Parent (Dad)"
15,"Hawaii",7670,1681,2015,"00-02","Single Parent (Mom)"
15,"Hawaii",4334,1120,2015,"03-04","Single Parent (Mom)"
15,"Hawaii",3648,1128,2015,"05","Single Parent (Mom)"
15,"Hawaii",12282,1754,2015,"06-11","Single Parent (Mom)"
15,"Hawaii",12592,2206,2015,"12-17","Single Parent (Mom)"
15,"Hawaii",27670,2357,2017,"00-02","Married Couple"
15,"Hawaii",20846,2242,2017,"03-04","Married Couple"
15,"Hawaii",10129,1602,2017,"05","Married Couple"
15,"Hawaii",56334,3528,2017,"06-11","Married Couple"
15,"Hawaii",55677,3115,2017,"12-17","Married Couple"
15,"Hawaii",3025,1073,2017,"00-02","Single Parent (Dad)"
15,"Hawaii",2111,719,2017,"03-04","Single Parent (Dad)"
15,"Hawaii",1126,515,2017,"05","Single Parent (Dad)"
15,"Hawaii",6687,1721,2017,"06-11","Single Parent (Dad)"
15,"Hawaii",4448,1290,2017,"12-17","Single Parent (Dad)"
15,"Hawaii",6628,1743,2017,"00-02","Single Parent (Mom)"
15,"Hawaii",4000,1145,2017,"03-04","Single Parent (Mom)"
15,"Hawaii",2861,961,2017,"05","Single Parent (Mom)"
15,"Hawaii",13068,1991,2017,"06-11","Single Parent (Mom)"
15,"Hawaii",14481,2342,2017,"12-17","Single Parent (Mom)"
15,"Hawaii",29870,2498,2019,"00-02","Married Couple"
15,"Hawaii",18651,2114,2019,"03-04","Married Couple"
15,"Hawaii",10862,1962,2019,"05","Married Couple"
15,"Hawaii",55241,3836,2019,"06-11","Married Couple"
15,"Hawaii",57577,3806,2019,"12-17","Married Couple"
15,"Hawaii",2584,884,2019,"00-02","Single Parent (Dad)"
15,"Hawaii",2353,917,2019,"03-04","Single Parent (Dad)"
15,"Hawaii",663,443,2019,"05","Single Parent (Dad)"
15,"Hawaii",6067,1878,2019,"06-11","Single Parent (Dad)"
15,"Hawaii",5074,1568,2019,"12-17","Single Parent (Dad)"
15,"Hawaii",5294,1682,2019,"00-02","Single Parent (Mom)"
15,"Hawaii",3956,1177,2019,"03-04","Single Parent (Mom)"
15,"Hawaii",2197,1019,2019,"05","Single Parent (Mom)"
15,"Hawaii",15169,2748,2019,"06-11","Single Parent (Mom)"
15,"Hawaii",15413,2804,2019,"12-17","Single Parent (Mom)"
15,"Hawaii",30106,3212,2021,"00-02","Married Couple"
15,"Hawaii",17710,1981,2021,"03-04","Married Couple"
15,"Hawaii",8616,1849,2021,"05","Married Couple"
15,"Hawaii",63275,3745,2021,"06-11","Married Couple"
15,"Hawaii",56676,3800,2021,"12-17","Married Couple"
15,"Hawaii",2511,962,2021,"00-02","Single Parent (Dad)"
15,"Hawaii",1710,718,2021,"03-04","Single Parent (Dad)"
15,"Hawaii",928,707,2021,"05","Single Parent (Dad)"
15,"Hawaii",8031,2228,2021,"06-11","Single Parent (Dad)"
15,"Hawaii",5096,1298,2021,"12-17","Single Parent (Dad)"
15,"Hawaii",4744,1364,2021,"00-02","Single Parent (Mom)"
15,"Hawaii",3048,847,2021,"03-04","Single Parent (Mom)"
15,"Hawaii",1354,549,2021,"05","Single Parent (Mom)"
15,"Hawaii",11557,2061,2021,"06-11","Single Parent (Mom)"
15,"Hawaii",13951,2228,2021,"12-17","Single Parent (Mom)"
15,"Hawaii",24695,2594,2023,"00-02","Married Couple"
15,"Hawaii",19150,2144,2023,"03-04","Married Couple"
15,"Hawaii",8305,1603,2023,"05","Married Couple"
15,"Hawaii",56796,4104,2023,"06-11","Married Couple"
15,"Hawaii",56378,2943,2023,"12-17","Married Couple"
15,"Hawaii",1770,771,2023,"00-02","Single Parent (Dad)"
15,"Hawaii",2434,1115,2023,"03-04","Single Parent (Dad)"
15,"Hawaii",1019,643,2023,"05","Single Parent (Dad)"
15,"Hawaii",7099,1713,2023,"06-11","Single Parent (Dad)"
15,"Hawaii",7587,1835,2023,"12-17","Single Parent (Dad)"
15,"Hawaii",4657,1326,2023,"00-02","Single Parent (Mom)"
15,"Hawaii",4184,1130,2023,"03-04","Single Parent (Mom)"
15,"Hawaii",1620,713,2023,"05","Single Parent (Mom)"
15,"Hawaii",14357,2342,2023,"06-11","Single Parent (Mom)"
15,"Hawaii",15751,2464,2023,"12-17","Single Parent (Mom)"
16,"Idaho",48474,3097,2011,"00-02","Married Couple"
16,"Idaho",35767,2774,2011,"03-04","Married Couple"
16,"Idaho",17251,2511,2011,"05","Married Couple"
16,"Idaho",104168,4982,2011,"06-11","Married Couple"
16,"Idaho",90979,4760,2011,"12-17","Married Couple"
16,"Idaho",2854,929,2011,"00-02","Single Parent (Dad)"
16,"Idaho",1856,772,2011,"03-04","Single Parent (Dad)"
16,"Idaho",999,605,2011,"05","Single Parent (Dad)"
16,"Idaho",7126,1795,2011,"06-11","Single Parent (Dad)"
16,"Idaho",8573,1776,2011,"12-17","Single Parent (Dad)"
16,"Idaho",8613,1730,2011,"00-02","Single Parent (Mom)"
16,"Idaho",7253,1483,2011,"03-04","Single Parent (Mom)"
16,"Idaho",3362,1096,2011,"05","Single Parent (Mom)"
16,"Idaho",24539,3195,2011,"06-11","Single Parent (Mom)"
16,"Idaho",23090,3257,2011,"12-17","Single Parent (Mom)"
16,"Idaho",45321,3650,2013,"00-02","Married Couple"
16,"Idaho",35479,2703,2013,"03-04","Married Couple"
16,"Idaho",17922,2081,2013,"05","Married Couple"
16,"Idaho",102770,5486,2013,"06-11","Married Couple"
16,"Idaho",98139,4938,2013,"12-17","Married Couple"
16,"Idaho",3238,953,2013,"00-02","Single Parent (Dad)"
16,"Idaho",3138,1124,2013,"03-04","Single Parent (Dad)"
16,"Idaho",2502,1079,2013,"05","Single Parent (Dad)"
16,"Idaho",11639,3595,2013,"06-11","Single Parent (Dad)"
16,"Idaho",10591,2677,2013,"12-17","Single Parent (Dad)"
16,"Idaho",8189,1712,2013,"00-02","Single Parent (Mom)"
16,"Idaho",5700,1490,2013,"03-04","Single Parent (Mom)"
16,"Idaho",4355,1175,2013,"05","Single Parent (Mom)"
16,"Idaho",20879,2954,2013,"06-11","Single Parent (Mom)"
16,"Idaho",23667,3145,2013,"12-17","Single Parent (Mom)"
16,"Idaho",45814,2606,2015,"00-02","Married Couple"
16,"Idaho",33374,2185,2015,"03-04","Married Couple"
16,"Idaho",16255,2028,2015,"05","Married Couple"
16,"Idaho",107796,4674,2015,"06-11","Married Couple"
16,"Idaho",98247,3927,2015,"12-17","Married Couple"
16,"Idaho",3935,1063,2015,"00-02","Single Parent (Dad)"
16,"Idaho",2805,976,2015,"03-04","Single Parent (Dad)"
16,"Idaho",1037,440,2015,"05","Single Parent (Dad)"
16,"Idaho",8015,1674,2015,"06-11","Single Parent (Dad)"
16,"Idaho",8328,1942,2015,"12-17","Single Parent (Dad)"
16,"Idaho",9181,1831,2015,"00-02","Single Parent (Mom)"
16,"Idaho",4938,1186,2015,"03-04","Single Parent (Mom)"
16,"Idaho",3349,1003,2015,"05","Single Parent (Mom)"
16,"Idaho",23552,3304,2015,"06-11","Single Parent (Mom)"
16,"Idaho",20807,3122,2015,"12-17","Single Parent (Mom)"
16,"Idaho",47781,2634,2017,"00-02","Married Couple"
16,"Idaho",35583,2251,2017,"03-04","Married Couple"
16,"Idaho",16077,1995,2017,"05","Married Couple"
16,"Idaho",112003,5666,2017,"06-11","Married Couple"
16,"Idaho",106185,5027,2017,"12-17","Married Couple"
16,"Idaho",3692,1269,2017,"00-02","Single Parent (Dad)"
16,"Idaho",2661,979,2017,"03-04","Single Parent (Dad)"
16,"Idaho",787,428,2017,"05","Single Parent (Dad)"
16,"Idaho",8862,2802,2017,"06-11","Single Parent (Dad)"
16,"Idaho",11764,2511,2017,"12-17","Single Parent (Dad)"
16,"Idaho",6371,1463,2017,"00-02","Single Parent (Mom)"
16,"Idaho",7234,1388,2017,"03-04","Single Parent (Mom)"
16,"Idaho",3754,1255,2017,"05","Single Parent (Mom)"
16,"Idaho",21273,3404,2017,"06-11","Single Parent (Mom)"
16,"Idaho",23700,2835,2017,"12-17","Single Parent (Mom)"
16,"Idaho",45830,2781,2019,"00-02","Married Couple"
16,"Idaho",36191,2765,2019,"03-04","Married Couple"
16,"Idaho",19425,2546,2019,"05","Married Couple"
16,"Idaho",103055,5224,2019,"06-11","Married Couple"
16,"Idaho",109267,5042,2019,"12-17","Married Couple"
16,"Idaho",3336,1460,2019,"00-02","Single Parent (Dad)"
16,"Idaho",1234,577,2019,"03-04","Single Parent (Dad)"
16,"Idaho",1351,734,2019,"05","Single Parent (Dad)"
16,"Idaho",9802,2254,2019,"06-11","Single Parent (Dad)"
16,"Idaho",10114,2092,2019,"12-17","Single Parent (Dad)"
16,"Idaho",8285,2141,2019,"00-02","Single Parent (Mom)"
16,"Idaho",6711,1636,2019,"03-04","Single Parent (Mom)"
16,"Idaho",3325,1157,2019,"05","Single Parent (Mom)"
16,"Idaho",18646,3055,2019,"06-11","Single Parent (Mom)"
16,"Idaho",20957,2510,2019,"12-17","Single Parent (Mom)"
16,"Idaho",47631,3657,2021,"00-02","Married Couple"
16,"Idaho",36282,3621,2021,"03-04","Married Couple"
16,"Idaho",19771,2665,2021,"05","Married Couple"
16,"Idaho",113015,5637,2021,"06-11","Married Couple"
16,"Idaho",114364,6024,2021,"12-17","Married Couple"
16,"Idaho",3242,1262,2021,"00-02","Single Parent (Dad)"
16,"Idaho",3130,1257,2021,"03-04","Single Parent (Dad)"
16,"Idaho",1568,953,2021,"05","Single Parent (Dad)"
