"st_fips","state","estimate","moe","year","child_age","child_parent"
42,"Pennsylvania",72950,5438,2017,"00-02","Single Parent (Mom)"
42,"Pennsylvania",61694,4603,2017,"03-04","Single Parent (Mom)"
42,"Pennsylvania",28841,3407,2017,"05","Single Parent (Mom)"
42,"Pennsylvania",193947,9121,2017,"06-11","Single Parent (Mom)"
42,"Pennsylvania",206050,7984,2017,"12-17","Single Parent (Mom)"
42,"Pennsylvania",247936,6547,2019,"00-02","Married Couple"
42,"Pennsylvania",178079,5392,2019,"03-04","Married Couple"
42,"Pennsylvania",86241,5323,2019,"05","Married Couple"
42,"Pennsylvania",512772,11230,2019,"06-11","Married Couple"
42,"Pennsylvania",555163,11311,2019,"12-17","Married Couple"
42,"Pennsylvania",28722,4235,2019,"00-02","Single Parent (Dad)"
42,"Pennsylvania",20511,3083,2019,"03-04","Single Parent (Dad)"
42,"Pennsylvania",9829,2079,2019,"05","Single Parent (Dad)"
42,"Pennsylvania",58899,4988,2019,"06-11","Single Parent (Dad)"
42,"Pennsylvania",64427,5042,2019,"12-17","Single Parent (Dad)"
42,"Pennsylvania",72092,4867,2019,"00-02","Single Parent (Mom)"
42,"Pennsylvania",54459,4999,2019,"03-04","Single Parent (Mom)"
42,"Pennsylvania",26113,3170,2019,"05","Single Parent (Mom)"
42,"Pennsylvania",188820,9219,2019,"06-11","Single Parent (Mom)"
42,"Pennsylvania",204475,9065,2019,"12-17","Single Parent (Mom)"
42,"Pennsylvania",247476,6925,2021,"00-02","Married Couple"
42,"Pennsylvania",180039,6531,2021,"03-04","Married Couple"
42,"Pennsylvania",85664,5198,2021,"05","Married Couple"
42,"Pennsylvania",552958,10359,2021,"06-11","Married Couple"
42,"Pennsylvania",591567,9923,2021,"12-17","Married Couple"
42,"Pennsylvania",26295,3058,2021,"00-02","Single Parent (Dad)"
42,"Pennsylvania",19376,2869,2021,"03-04","Single Parent (Dad)"
42,"Pennsylvania",7783,2106,2021,"05","Single Parent (Dad)"
42,"Pennsylvania",61170,5546,2021,"06-11","Single Parent (Dad)"
42,"Pennsylvania",66513,5333,2021,"12-17","Single Parent (Dad)"
42,"Pennsylvania",69843,4219,2021,"00-02","Single Parent (Mom)"
42,"Pennsylvania",50222,5137,2021,"03-04","Single Parent (Mom)"
42,"Pennsylvania",28614,3635,2021,"05","Single Parent (Mom)"
42,"Pennsylvania",185237,8056,2021,"06-11","Single Parent (Mom)"
42,"Pennsylvania",209164,9281,2021,"12-17","Single Parent (Mom)"
42,"Pennsylvania",237805,7311,2023,"00-02","Married Couple"
42,"Pennsylvania",167940,6695,2023,"03-04","Married Couple"
42,"Pennsylvania",89333,5154,2023,"05","Married Couple"
42,"Pennsylvania",532788,11875,2023,"06-11","Married Couple"
42,"Pennsylvania",559170,11882,2023,"12-17","Married Couple"
42,"Pennsylvania",30626,4439,2023,"00-02","Single Parent (Dad)"
42,"Pennsylvania",21732,3077,2023,"03-04","Single Parent (Dad)"
42,"Pennsylvania",9849,2048,2023,"05","Single Parent (Dad)"
42,"Pennsylvania",63929,6146,2023,"06-11","Single Parent (Dad)"
42,"Pennsylvania",61974,5031,2023,"12-17","Single Parent (Dad)"
42,"Pennsylvania",72106,6039,2023,"00-02","Single Parent (Mom)"
42,"Pennsylvania",54183,4005,2023,"03-04","Single Parent (Mom)"
42,"Pennsylvania",25372,3021,2023,"05","Single Parent (Mom)"
42,"Pennsylvania",185710,11164,2023,"06-11","Single Parent (Mom)"
42,"Pennsylvania",214954,9873,2023,"12-17","Single Parent (Mom)"
44,"Rhode Island",16168,1760,2011,"00-02","Married Couple"
44,"Rhode Island",12872,1639,2011,"03-04","Married Couple"
44,"Rhode Island",8105,1532,2011,"05","Married Couple"
44,"Rhode Island",46062,2655,2011,"06-11","Married Couple"
44,"Rhode Island",43238,3059,2011,"12-17","Married Couple"
44,"Rhode Island",1710,689,2011,"00-02","Single Parent (Dad)"
44,"Rhode Island",1452,668,2011,"03-04","Single Parent (Dad)"
44,"Rhode Island",1379,663,2011,"05","Single Parent (Dad)"
44,"Rhode Island",2726,928,2011,"06-11","Single Parent (Dad)"
44,"Rhode Island",5006,1093,2011,"12-17","Single Parent (Dad)"
44,"Rhode Island",9040,1761,2011,"00-02","Single Parent (Mom)"
44,"Rhode Island",6028,1406,2011,"03-04","Single Parent (Mom)"
44,"Rhode Island",2323,804,2011,"05","Single Parent (Mom)"
44,"Rhode Island",18595,2572,2011,"06-11","Single Parent (Mom)"
44,"Rhode Island",20844,2574,2011,"12-17","Single Parent (Mom)"
44,"Rhode Island",16028,1586,2013,"00-02","Married Couple"
44,"Rhode Island",12474,1718,2013,"03-04","Married Couple"
44,"Rhode Island",6394,1266,2013,"05","Married Couple"
44,"Rhode Island",40576,2844,2013,"06-11","Married Couple"
44,"Rhode Island",42231,2967,2013,"12-17","Married Couple"
44,"Rhode Island",2688,1073,2013,"00-02","Single Parent (Dad)"
44,"Rhode Island",1859,737,2013,"03-04","Single Parent (Dad)"
44,"Rhode Island",1648,870,2013,"05","Single Parent (Dad)"
44,"Rhode Island",4484,1347,2013,"06-11","Single Parent (Dad)"
44,"Rhode Island",3858,1579,2013,"12-17","Single Parent (Dad)"
44,"Rhode Island",9078,1809,2013,"00-02","Single Parent (Mom)"
44,"Rhode Island",4721,1175,2013,"03-04","Single Parent (Mom)"
44,"Rhode Island",3302,1106,2013,"05","Single Parent (Mom)"
44,"Rhode Island",17736,2317,2013,"06-11","Single Parent (Mom)"
44,"Rhode Island",23044,2995,2013,"12-17","Single Parent (Mom)"
44,"Rhode Island",18955,1873,2015,"00-02","Married Couple"
44,"Rhode Island",12716,1909,2015,"03-04","Married Couple"
44,"Rhode Island",6477,1166,2015,"05","Married Couple"
44,"Rhode Island",41891,2809,2015,"06-11","Married Couple"
44,"Rhode Island",40179,2669,2015,"12-17","Married Couple"
44,"Rhode Island",2112,852,2015,"00-02","Single Parent (Dad)"
44,"Rhode Island",910,461,2015,"03-04","Single Parent (Dad)"
44,"Rhode Island",514,489,2015,"05","Single Parent (Dad)"
44,"Rhode Island",3678,1146,2015,"06-11","Single Parent (Dad)"
44,"Rhode Island",4939,1358,2015,"12-17","Single Parent (Dad)"
44,"Rhode Island",7106,1433,2015,"00-02","Single Parent (Mom)"
44,"Rhode Island",5238,1217,2015,"03-04","Single Parent (Mom)"
44,"Rhode Island",3071,1053,2015,"05","Single Parent (Mom)"
44,"Rhode Island",20427,2803,2015,"06-11","Single Parent (Mom)"
44,"Rhode Island",20479,2588,2015,"12-17","Single Parent (Mom)"
44,"Rhode Island",21079,2127,2017,"00-02","Married Couple"
44,"Rhode Island",13538,1764,2017,"03-04","Married Couple"
44,"Rhode Island",7402,1590,2017,"05","Married Couple"
44,"Rhode Island",44753,3395,2017,"06-11","Married Couple"
44,"Rhode Island",40677,3062,2017,"12-17","Married Couple"
44,"Rhode Island",1679,818,2017,"00-02","Single Parent (Dad)"
44,"Rhode Island",750,395,2017,"03-04","Single Parent (Dad)"
44,"Rhode Island",531,604,2017,"05","Single Parent (Dad)"
44,"Rhode Island",3477,1313,2017,"06-11","Single Parent (Dad)"
44,"Rhode Island",5420,1649,2017,"12-17","Single Parent (Dad)"
44,"Rhode Island",5974,1706,2017,"00-02","Single Parent (Mom)"
44,"Rhode Island",4288,1387,2017,"03-04","Single Parent (Mom)"
44,"Rhode Island",1767,836,2017,"05","Single Parent (Mom)"
44,"Rhode Island",18972,2998,2017,"06-11","Single Parent (Mom)"
44,"Rhode Island",16524,2088,2017,"12-17","Single Parent (Mom)"
44,"Rhode Island",19279,2318,2019,"00-02","Married Couple"
44,"Rhode Island",15333,2502,2019,"03-04","Married Couple"
44,"Rhode Island",6606,1464,2019,"05","Married Couple"
44,"Rhode Island",35673,3225,2019,"06-11","Married Couple"
44,"Rhode Island",42651,3560,2019,"12-17","Married Couple"
44,"Rhode Island",2449,1328,2019,"00-02","Single Parent (Dad)"
44,"Rhode Island",1291,671,2019,"03-04","Single Parent (Dad)"
44,"Rhode Island",213,315,2019,"05","Single Parent (Dad)"
44,"Rhode Island",4655,1556,2019,"06-11","Single Parent (Dad)"
44,"Rhode Island",7932,2274,2019,"12-17","Single Parent (Dad)"
44,"Rhode Island",5964,1894,2019,"00-02","Single Parent (Mom)"
44,"Rhode Island",4447,1407,2019,"03-04","Single Parent (Mom)"
44,"Rhode Island",1825,762,2019,"05","Single Parent (Mom)"
44,"Rhode Island",14446,2560,2019,"06-11","Single Parent (Mom)"
44,"Rhode Island",20064,3250,2019,"12-17","Single Parent (Mom)"
44,"Rhode Island",17188,2195,2021,"00-02","Married Couple"
44,"Rhode Island",13200,1742,2021,"03-04","Married Couple"
44,"Rhode Island",6198,1122,2021,"05","Married Couple"
44,"Rhode Island",40952,4066,2021,"06-11","Married Couple"
44,"Rhode Island",45151,3734,2021,"12-17","Married Couple"
44,"Rhode Island",1517,1031,2021,"00-02","Single Parent (Dad)"
44,"Rhode Island",2181,1160,2021,"03-04","Single Parent (Dad)"
44,"Rhode Island",896,789,2021,"05","Single Parent (Dad)"
44,"Rhode Island",2719,1198,2021,"06-11","Single Parent (Dad)"
44,"Rhode Island",3879,1569,2021,"12-17","Single Parent (Dad)"
44,"Rhode Island",5661,1704,2021,"00-02","Single Parent (Mom)"
44,"Rhode Island",5767,1551,2021,"03-04","Single Parent (Mom)"
44,"Rhode Island",2964,1179,2021,"05","Single Parent (Mom)"
44,"Rhode Island",16909,3031,2021,"06-11","Single Parent (Mom)"
44,"Rhode Island",18565,3451,2021,"12-17","Single Parent (Mom)"
44,"Rhode Island",21460,2191,2023,"00-02","Married Couple"
44,"Rhode Island",12188,2033,2023,"03-04","Married Couple"
44,"Rhode Island",8294,1898,2023,"05","Married Couple"
44,"Rhode Island",40389,4059,2023,"06-11","Married Couple"
44,"Rhode Island",40945,4435,2023,"12-17","Married Couple"
44,"Rhode Island",1283,923,2023,"00-02","Single Parent (Dad)"
44,"Rhode Island",1099,894,2023,"03-04","Single Parent (Dad)"
44,"Rhode Island",1447,825,2023,"05","Single Parent (Dad)"
44,"Rhode Island",3512,1360,2023,"06-11","Single Parent (Dad)"
44,"Rhode Island",4150,1776,2023,"12-17","Single Parent (Dad)"
44,"Rhode Island",7280,1413,2023,"00-02","Single Parent (Mom)"
44,"Rhode Island",3743,1378,2023,"03-04","Single Parent (Mom)"
44,"Rhode Island",2650,1259,2023,"05","Single Parent (Mom)"
44,"Rhode Island",16786,3388,2023,"06-11","Single Parent (Mom)"
44,"Rhode Island",16402,2844,2023,"12-17","Single Parent (Mom)"
45,"South Carolina",86858,4902,2011,"00-02","Married Couple"
45,"South Carolina",66003,4350,2011,"03-04","Married Couple"
45,"South Carolina",31684,3551,2011,"05","Married Couple"
45,"South Carolina",205593,6441,2011,"06-11","Married Couple"
45,"South Carolina",196930,7804,2011,"12-17","Married Couple"
45,"South Carolina",10164,2262,2011,"00-02","Single Parent (Dad)"
45,"South Carolina",8221,1995,2011,"03-04","Single Parent (Dad)"
45,"South Carolina",3757,1135,2011,"05","Single Parent (Dad)"
45,"South Carolina",22088,3177,2011,"06-11","Single Parent (Dad)"
45,"South Carolina",23291,3407,2011,"12-17","Single Parent (Dad)"
45,"South Carolina",40533,4277,2011,"00-02","Single Parent (Mom)"
45,"South Carolina",36710,3316,2011,"03-04","Single Parent (Mom)"
45,"South Carolina",15341,2721,2011,"05","Single Parent (Mom)"
45,"South Carolina",90010,5913,2011,"06-11","Single Parent (Mom)"
45,"South Carolina",98393,7027,2011,"12-17","Single Parent (Mom)"
45,"South Carolina",84127,4815,2013,"00-02","Married Couple"
45,"South Carolina",66939,4313,2013,"03-04","Married Couple"
45,"South Carolina",31641,3213,2013,"05","Married Couple"
45,"South Carolina",200572,7025,2013,"06-11","Married Couple"
45,"South Carolina",195524,7327,2013,"12-17","Married Couple"
45,"South Carolina",12694,2209,2013,"00-02","Single Parent (Dad)"
45,"South Carolina",7724,2228,2013,"03-04","Single Parent (Dad)"
45,"South Carolina",3072,1106,2013,"05","Single Parent (Dad)"
45,"South Carolina",17531,3382,2013,"06-11","Single Parent (Dad)"
45,"South Carolina",20555,2906,2013,"12-17","Single Parent (Dad)"
45,"South Carolina",38673,3597,2013,"00-02","Single Parent (Mom)"
45,"South Carolina",30797,3083,2013,"03-04","Single Parent (Mom)"
45,"South Carolina",14317,2181,2013,"05","Single Parent (Mom)"
45,"South Carolina",96061,6330,2013,"06-11","Single Parent (Mom)"
45,"South Carolina",95993,6282,2013,"12-17","Single Parent (Mom)"
45,"South Carolina",92758,4400,2015,"00-02","Married Couple"
45,"South Carolina",63833,3372,2015,"03-04","Married Couple"
45,"South Carolina",33170,3325,2015,"05","Married Couple"
45,"South Carolina",200754,6692,2015,"06-11","Married Couple"
45,"South Carolina",205302,7180,2015,"12-17","Married Couple"
45,"South Carolina",11350,1990,2015,"00-02","Single Parent (Dad)"
45,"South Carolina",6792,1299,2015,"03-04","Single Parent (Dad)"
45,"South Carolina",4661,1422,2015,"05","Single Parent (Dad)"
45,"South Carolina",19317,3034,2015,"06-11","Single Parent (Dad)"
45,"South Carolina",21217,3061,2015,"12-17","Single Parent (Dad)"
45,"South Carolina",34015,3148,2015,"00-02","Single Parent (Mom)"
45,"South Carolina",26786,2888,2015,"03-04","Single Parent (Mom)"
45,"South Carolina",13755,2252,2015,"05","Single Parent (Mom)"
45,"South Carolina",97371,6282,2015,"06-11","Single Parent (Mom)"
45,"South Carolina",98045,6358,2015,"12-17","Single Parent (Mom)"
45,"South Carolina",93769,3888,2017,"00-02","Married Couple"
45,"South Carolina",65275,4034,2017,"03-04","Married Couple"
45,"South Carolina",29836,3173,2017,"05","Married Couple"
45,"South Carolina",205949,7905,2017,"06-11","Married Couple"
45,"South Carolina",210648,7513,2017,"12-17","Married Couple"
45,"South Carolina",11294,2468,2017,"00-02","Single Parent (Dad)"
45,"South Carolina",6659,1767,2017,"03-04","Single Parent (Dad)"
45,"South Carolina",3268,1120,2017,"05","Single Parent (Dad)"
45,"South Carolina",18808,2863,2017,"06-11","Single Parent (Dad)"
45,"South Carolina",24285,3878,2017,"12-17","Single Parent (Dad)"
45,"South Carolina",33416,3446,2017,"00-02","Single Parent (Mom)"
45,"South Carolina",27241,2922,2017,"03-04","Single Parent (Mom)"
45,"South Carolina",13991,2007,2017,"05","Single Parent (Mom)"
45,"South Carolina",103575,6883,2017,"06-11","Single Parent (Mom)"
45,"South Carolina",92173,6472,2017,"12-17","Single Parent (Mom)"
45,"South Carolina",95108,5101,2019,"00-02","Married Couple"
45,"South Carolina",63550,4486,2019,"03-04","Married Couple"
45,"South Carolina",31198,3325,2019,"05","Married Couple"
45,"South Carolina",205078,8925,2019,"06-11","Married Couple"
45,"South Carolina",218954,7435,2019,"12-17","Married Couple"
45,"South Carolina",10141,2571,2019,"00-02","Single Parent (Dad)"
45,"South Carolina",7810,1720,2019,"03-04","Single Parent (Dad)"
45,"South Carolina",1897,802,2019,"05","Single Parent (Dad)"
45,"South Carolina",20427,3476,2019,"06-11","Single Parent (Dad)"
45,"South Carolina",20149,3422,2019,"12-17","Single Parent (Dad)"
45,"South Carolina",33328,3851,2019,"00-02","Single Parent (Mom)"
45,"South Carolina",25476,3307,2019,"03-04","Single Parent (Mom)"
45,"South Carolina",12084,2196,2019,"05","Single Parent (Mom)"
45,"South Carolina",94240,7178,2019,"06-11","Single Parent (Mom)"
45,"South Carolina",92853,7411,2019,"12-17","Single Parent (Mom)"
45,"South Carolina",86518,5322,2021,"00-02","Married Couple"
45,"South Carolina",68563,4096,2021,"03-04","Married Couple"
45,"South Carolina",31043,3008,2021,"05","Married Couple"
45,"South Carolina",212969,8347,2021,"06-11","Married Couple"
45,"South Carolina",219744,8127,2021,"12-17","Married Couple"
45,"South Carolina",11578,2425,2021,"00-02","Single Parent (Dad)"
45,"South Carolina",6329,1926,2021,"03-04","Single Parent (Dad)"
45,"South Carolina",2725,1140,2021,"05","Single Parent (Dad)"
45,"South Carolina",20207,3656,2021,"06-11","Single Parent (Dad)"
45,"South Carolina",27199,3758,2021,"12-17","Single Parent (Dad)"
45,"South Carolina",34895,3945,2021,"00-02","Single Parent (Mom)"
45,"South Carolina",29801,3470,2021,"03-04","Single Parent (Mom)"
45,"South Carolina",15947,2620,2021,"05","Single Parent (Mom)"
45,"South Carolina",96366,7841,2021,"06-11","Single Parent (Mom)"
45,"South Carolina",102617,6925,2021,"12-17","Single Parent (Mom)"
45,"South Carolina",99462,5085,2023,"00-02","Married Couple"
45,"South Carolina",70092,4570,2023,"03-04","Married Couple"
45,"South Carolina",36196,3295,2023,"05","Married Couple"
45,"South Carolina",220358,8554,2023,"06-11","Married Couple"
45,"South Carolina",237122,8397,2023,"12-17","Married Couple"
45,"South Carolina",10050,2413,2023,"00-02","Single Parent (Dad)"
45,"South Carolina",6184,1780,2023,"03-04","Single Parent (Dad)"
45,"South Carolina",3407,1078,2023,"05","Single Parent (Dad)"
45,"South Carolina",19288,2930,2023,"06-11","Single Parent (Dad)"
45,"South Carolina",25418,3459,2023,"12-17","Single Parent (Dad)"
45,"South Carolina",26899,3858,2023,"00-02","Single Parent (Mom)"
45,"South Carolina",21744,3119,2023,"03-04","Single Parent (Mom)"
45,"South Carolina",11708,2699,2023,"05","Single Parent (Mom)"
45,"South Carolina",91243,6921,2023,"06-11","Single Parent (Mom)"
45,"South Carolina",96426,7597,2023,"12-17","Single Parent (Mom)"
46,"South Dakota",21052,1779,2011,"00-02","Married Couple"
46,"South Dakota",15428,1396,2011,"03-04","Married Couple"
46,"South Dakota",6568,1128,2011,"05","Married Couple"
46,"South Dakota",41499,2946,2011,"06-11","Married Couple"
46,"South Dakota",42774,2760,2011,"12-17","Married Couple"
46,"South Dakota",2671,793,2011,"00-02","Single Parent (Dad)"
46,"South Dakota",1933,819,2011,"03-04","Single Parent (Dad)"
46,"South Dakota",958,584,2011,"05","Single Parent (Dad)"
46,"South Dakota",5244,1472,2011,"06-11","Single Parent (Dad)"
46,"South Dakota",4720,1115,2011,"12-17","Single Parent (Dad)"
46,"South Dakota",6066,1191,2011,"00-02","Single Parent (Mom)"
46,"South Dakota",5367,980,2011,"03-04","Single Parent (Mom)"
46,"South Dakota",1994,624,2011,"05","Single Parent (Mom)"
46,"South Dakota",12689,2228,2011,"06-11","Single Parent (Mom)"
46,"South Dakota",12261,1777,2011,"12-17","Single Parent (Mom)"
46,"South Dakota",22832,1651,2013,"00-02","Married Couple"
46,"South Dakota",14373,1541,2013,"03-04","Married Couple"
46,"South Dakota",7659,1061,2013,"05","Married Couple"
46,"South Dakota",45617,2578,2013,"06-11","Married Couple"
46,"South Dakota",41426,2384,2013,"12-17","Married Couple"
46,"South Dakota",2499,699,2013,"00-02","Single Parent (Dad)"
46,"South Dakota",1272,425,2013,"03-04","Single Parent (Dad)"
46,"South Dakota",853,372,2013,"05","Single Parent (Dad)"
46,"South Dakota",4168,1091,2013,"06-11","Single Parent (Dad)"
46,"South Dakota",5033,1180,2013,"12-17","Single Parent (Dad)"
46,"South Dakota",6259,1040,2013,"00-02","Single Parent (Mom)"
46,"South Dakota",4496,1012,2013,"03-04","Single Parent (Mom)"
46,"South Dakota",2251,749,2013,"05","Single Parent (Mom)"
46,"South Dakota",13367,1937,2013,"06-11","Single Parent (Mom)"
46,"South Dakota",13346,2032,2013,"12-17","Single Parent (Mom)"
46,"South Dakota",20629,1489,2015,"00-02","Married Couple"
46,"South Dakota",15965,1701,2015,"03-04","Married Couple"
46,"South Dakota",7578,1074,2015,"05","Married Couple"
46,"South Dakota",46500,2186,2015,"06-11","Married Couple"
46,"South Dakota",42702,2617,2015,"12-17","Married Couple"
46,"South Dakota",2412,717,2015,"00-02","Single Parent (Dad)"
46,"South Dakota",2120,777,2015,"03-04","Single Parent (Dad)"
46,"South Dakota",1121,662,2015,"05","Single Parent (Dad)"
46,"South Dakota",4867,1107,2015,"06-11","Single Parent (Dad)"
46,"South Dakota",5054,1060,2015,"12-17","Single Parent (Dad)"
46,"South Dakota",6405,1139,2015,"00-02","Single Parent (Mom)"
46,"South Dakota",4907,1052,2015,"03-04","Single Parent (Mom)"
46,"South Dakota",1498,449,2015,"05","Single Parent (Mom)"
46,"South Dakota",14145,1979,2015,"06-11","Single Parent (Mom)"
46,"South Dakota",10950,1484,2015,"12-17","Single Parent (Mom)"
46,"South Dakota",23462,1765,2017,"00-02","Married Couple"
46,"South Dakota",15530,1826,2017,"03-04","Married Couple"
46,"South Dakota",8477,1365,2017,"05","Married Couple"
46,"South Dakota",45317,2740,2017,"06-11","Married Couple"
46,"South Dakota",43217,2670,2017,"12-17","Married Couple"
46,"South Dakota",2404,876,2017,"00-02","Single Parent (Dad)"
46,"South Dakota",1216,516,2017,"03-04","Single Parent (Dad)"
46,"South Dakota",669,344,2017,"05","Single Parent (Dad)"
46,"South Dakota",5371,1083,2017,"06-11","Single Parent (Dad)"
46,"South Dakota",4113,995,2017,"12-17","Single Parent (Dad)"
46,"South Dakota",5487,1432,2017,"00-02","Single Parent (Mom)"
46,"South Dakota",4408,1330,2017,"03-04","Single Parent (Mom)"
46,"South Dakota",2170,671,2017,"05","Single Parent (Mom)"
46,"South Dakota",11679,1979,2017,"06-11","Single Parent (Mom)"
46,"South Dakota",13413,1933,2017,"12-17","Single Parent (Mom)"
46,"South Dakota",22207,1709,2019,"00-02","Married Couple"
46,"South Dakota",16042,1739,2019,"03-04","Married Couple"
46,"South Dakota",9069,1473,2019,"05","Married Couple"
46,"South Dakota",46691,2672,2019,"06-11","Married Couple"
46,"South Dakota",47212,3014,2019,"12-17","Married Couple"
46,"South Dakota",2367,820,2019,"00-02","Single Parent (Dad)"
46,"South Dakota",1212,632,2019,"03-04","Single Parent (Dad)"
46,"South Dakota",645,384,2019,"05","Single Parent (Dad)"
46,"South Dakota",4342,996,2019,"06-11","Single Parent (Dad)"
46,"South Dakota",4309,1006,2019,"12-17","Single Parent (Dad)"
46,"South Dakota",5539,1498,2019,"00-02","Single Parent (Mom)"
46,"South Dakota",3419,932,2019,"03-04","Single Parent (Mom)"
46,"South Dakota",1783,787,2019,"05","Single Parent (Mom)"
46,"South Dakota",11247,1738,2019,"06-11","Single Parent (Mom)"
46,"South Dakota",12707,1779,2019,"12-17","Single Parent (Mom)"
46,"South Dakota",24207,2246,2021,"00-02","Married Couple"
46,"South Dakota",16291,1630,2021,"03-04","Married Couple"
46,"South Dakota",8975,1286,2021,"05","Married Couple"
46,"South Dakota",48640,3238,2021,"06-11","Married Couple"
46,"South Dakota",49670,2692,2021,"12-17","Married Couple"
46,"South Dakota",2198,820,2021,"00-02","Single Parent (Dad)"
46,"South Dakota",880,456,2021,"03-04","Single Parent (Dad)"
46,"South Dakota",708,481,2021,"05","Single Parent (Dad)"
46,"South Dakota",6376,1526,2021,"06-11","Single Parent (Dad)"
46,"South Dakota",4567,1028,2021,"12-17","Single Parent (Dad)"
46,"South Dakota",3933,1248,2021,"00-02","Single Parent (Mom)"
46,"South Dakota",4772,1461,2021,"03-04","Single Parent (Mom)"
46,"South Dakota",1598,663,2021,"05","Single Parent (Mom)"
46,"South Dakota",10295,1401,2021,"06-11","Single Parent (Mom)"
46,"South Dakota",13390,2058,2021,"12-17","Single Parent (Mom)"
46,"South Dakota",21922,1842,2023,"00-02","Married Couple"
46,"South Dakota",13687,1704,2023,"03-04","Married Couple"
46,"South Dakota",7627,1135,2023,"05","Married Couple"
46,"South Dakota",48882,3338,2023,"06-11","Married Couple"
46,"South Dakota",51576,3911,2023,"12-17","Married Couple"
46,"South Dakota",2785,908,2023,"00-02","Single Parent (Dad)"
46,"South Dakota",1999,956,2023,"03-04","Single Parent (Dad)"
46,"South Dakota",1362,753,2023,"05","Single Parent (Dad)"
46,"South Dakota",5367,1258,2023,"06-11","Single Parent (Dad)"
46,"South Dakota",9091,1920,2023,"12-17","Single Parent (Dad)"
46,"South Dakota",5003,1359,2023,"00-02","Single Parent (Mom)"
46,"South Dakota",2869,960,2023,"03-04","Single Parent (Mom)"
46,"South Dakota",1467,841,2023,"05","Single Parent (Mom)"
46,"South Dakota",12283,2308,2023,"06-11","Single Parent (Mom)"
46,"South Dakota",11459,2187,2023,"12-17","Single Parent (Mom)"
47,"Tennessee",130566,6465,2011,"00-02","Married Couple"
47,"Tennessee",97865,5145,2011,"03-04","Married Couple"
47,"Tennessee",46194,3552,2011,"05","Married Couple"
47,"Tennessee",299151,8827,2011,"06-11","Married Couple"
47,"Tennessee",298403,9554,2011,"12-17","Married Couple"
47,"Tennessee",12634,2422,2011,"00-02","Single Parent (Dad)"
47,"Tennessee",7230,1617,2011,"03-04","Single Parent (Dad)"
47,"Tennessee",5018,1320,2011,"05","Single Parent (Dad)"
47,"Tennessee",27267,2972,2011,"06-11","Single Parent (Dad)"
47,"Tennessee",29013,3881,2011,"12-17","Single Parent (Dad)"
47,"Tennessee",46417,4158,2011,"00-02","Single Parent (Mom)"
47,"Tennessee",40857,3975,2011,"03-04","Single Parent (Mom)"
47,"Tennessee",14950,2422,2011,"05","Single Parent (Mom)"
47,"Tennessee",123210,7031,2011,"06-11","Single Parent (Mom)"
47,"Tennessee",117003,7068,2011,"12-17","Single Parent (Mom)"
47,"Tennessee",127906,4880,2013,"00-02","Married Couple"
47,"Tennessee",88252,4068,2013,"03-04","Married Couple"
47,"Tennessee",48289,3545,2013,"05","Married Couple"
47,"Tennessee",294635,8837,2013,"06-11","Married Couple"
47,"Tennessee",294328,9774,2013,"12-17","Married Couple"
47,"Tennessee",16047,2486,2013,"00-02","Single Parent (Dad)"
47,"Tennessee",8809,1819,2013,"03-04","Single Parent (Dad)"
47,"Tennessee",7147,1609,2013,"05","Single Parent (Dad)"
47,"Tennessee",25402,3206,2013,"06-11","Single Parent (Dad)"
47,"Tennessee",33313,4342,2013,"12-17","Single Parent (Dad)"
47,"Tennessee",48971,3491,2013,"00-02","Single Parent (Mom)"
47,"Tennessee",40687,3860,2013,"03-04","Single Parent (Mom)"
47,"Tennessee",20614,2651,2013,"05","Single Parent (Mom)"
47,"Tennessee",114667,6369,2013,"06-11","Single Parent (Mom)"
47,"Tennessee",122813,7925,2013,"12-17","Single Parent (Mom)"
47,"Tennessee",136404,5514,2015,"00-02","Married Couple"
47,"Tennessee",92683,4310,2015,"03-04","Married Couple"
47,"Tennessee",43156,3983,2015,"05","Married Couple"
47,"Tennessee",292530,7985,2015,"06-11","Married Couple"
47,"Tennessee",292436,8525,2015,"12-17","Married Couple"
47,"Tennessee",15223,2820,2015,"00-02","Single Parent (Dad)"
47,"Tennessee",8742,1871,2015,"03-04","Single Parent (Dad)"
47,"Tennessee",4646,1445,2015,"05","Single Parent (Dad)"
47,"Tennessee",29954,3496,2015,"06-11","Single Parent (Dad)"
47,"Tennessee",35320,3586,2015,"12-17","Single Parent (Dad)"
47,"Tennessee",48421,4145,2015,"00-02","Single Parent (Mom)"
47,"Tennessee",37565,3588,2015,"03-04","Single Parent (Mom)"
47,"Tennessee",21320,2547,2015,"05","Single Parent (Mom)"
47,"Tennessee",110578,6744,2015,"06-11","Single Parent (Mom)"
47,"Tennessee",121081,7114,2015,"12-17","Single Parent (Mom)"
47,"Tennessee",137041,5275,2017,"00-02","Married Couple"
47,"Tennessee",96489,5132,2017,"03-04","Married Couple"
47,"Tennessee",43832,3416,2017,"05","Married Couple"
47,"Tennessee",290065,8996,2017,"06-11","Married Couple"
47,"Tennessee",299844,8671,2017,"12-17","Married Couple"
47,"Tennessee",19850,3005,2017,"00-02","Single Parent (Dad)"
47,"Tennessee",10469,2158,2017,"03-04","Single Parent (Dad)"
47,"Tennessee",4688,1613,2017,"05","Single Parent (Dad)"
47,"Tennessee",29994,4687,2017,"06-11","Single Parent (Dad)"
47,"Tennessee",33194,4081,2017,"12-17","Single Parent (Dad)"
